Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	16.5106
377.88	0.0000
378.02	82.9524
378.15	200.0000
378.28	200.0000
378.41	61.1111
378.55	200.0000
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	52.1290
379.48	167.0233
379.61	191.1448
379.74	129.7866
379.88	49.8415
380.01	81.7835
380.14	111.3166
380.28	62.5744
380.41	55.1832
380.54	134.8457
380.68	122.0728
380.81	68.6271
380.94	51.3754
381.07	79.4487
381.21	87.4386
381.34	34.3415
381.47	61.8099
381.61	125.3286
381.74	107.8986
381.87	32.7160
382.00	101.2788
382.14	128.1553
382.27	65.1860
382.40	43.7714
382.54	94.7712
382.67	103.5397
382.80	68.7587
382.93	93.4667
383.07	101.4680
383.20	91.7354
383.33	115.9685
383.47	74.9317
383.60	72.8148
383.73	100.5494
383.86	101.0547
384.00	58.2125
384.13	93.1914
384.26	105.1210
384.40	77.0594
384.53	62.5609
384.66	79.9607
384.79	96.8933
384.93	83.9621
385.06	60.6784
385.19	61.5795
385.33	65.8938
385.46	44.1113
385.59	57.7078
385.72	97.8306
385.86	92.2634
385.99	88.5270
386.12	90.0567
386.25	60.5322
386.39	64.8777
386.52	79.4934
386.65	73.3760
386.79	54.1782
386.92	90.2262
387.05	100.7301
387.18	76.2296
387.32	68.5124
387.45	109.2258
387.58	99.7101
387.71	80.3034
387.85	85.4170
387.98	83.0732
388.11	82.7111
388.25	70.6237
388.38	60.9124
388.51	73.4574
388.64	97.8429
388.78	100.0053
388.91	74.7861
389.04	98.4607
389.17	90.8474
389.31	56.3404
389.44	48.1830
389.57	82.0780
389.70	79.0602
389.84	86.6116
389.97	91.2096
390.10	96.0237
390.24	96.9459
390.37	72.6521
390.50	67.9771
390.63	72.5747
390.77	64.2613
390.90	66.3428
391.03	84.5525
391.16	77.3079
391.30	80.5154
391.43	96.0215
391.56	74.8188
391.69	78.5912
391.83	97.4678
391.96	75.7856
392.09	66.9087
392.22	96.4780
392.36	101.1866
392.49	71.5883
392.62	75.2183
392.75	82.5675
392.89	77.2418
393.02	80.7372
393.15	69.2879
393.28	90.7677
393.42	81.8031
393.55	80.5687
393.68	67.7536
393.81	90.1794
393.95	89.3861
394.08	85.6347
394.21	77.1450
394.34	76.2126
394.48	79.4836
394.61	70.2769
394.74	76.7320
394.87	75.5366
395.01	96.2478
395.14	82.5421
395.27	72.7363
395.40	81.1829
395.54	87.9146
395.67	64.8142
395.80	76.2362
395.93	89.9856
396.07	88.2959
396.20	83.1449
396.33	85.3504
396.46	88.3677
396.59	95.9583
396.73	78.1972
396.86	78.0670
396.99	95.6243
397.12	112.3911
397.26	63.2250
397.39	67.1862
397.52	85.1104
397.65	78.5118
397.79	49.8521
397.92	94.2010
398.05	107.4664
398.18	84.9034
398.32	74.0302
398.45	80.8336
398.58	84.5897
398.71	77.5029
398.84	75.5749
398.98	75.3644
399.11	81.3416
399.24	79.1385
399.37	79.9289
399.51	85.6511
399.64	87.2683
399.77	84.0032
399.90	87.8312
400.03	77.9632
400.17	71.9241
400.30	75.1522
400.43	74.3855
400.56	67.5710
400.70	83.2409
400.83	89.9579
400.96	89.6553
401.09	85.0833
401.23	87.5957
401.36	80.7820
401.49	80.7905
401.62	83.0928
401.75	89.6582
401.89	84.1278
402.02	82.7042
402.15	82.9272
402.28	85.9986
402.41	91.2646
402.55	82.3385
402.68	80.2690
402.81	88.5158
402.94	92.3568
403.08	81.3135
403.21	85.8134
403.34	96.4187
403.47	85.8637
403.60	73.1584
403.74	83.1535
403.87	88.1463
404.00	87.0007
404.13	95.2443
404.26	95.6962
404.40	90.7837
404.53	96.5819
404.66	84.5075
404.79	78.3308
404.93	91.4761
405.06	89.8938
405.19	81.0927
405.32	83.5640
405.45	91.1831
405.59	91.5799
405.72	68.0024
405.85	78.3162
405.98	91.3985
406.11	85.9138
406.25	71.1106
406.38	94.1117
406.51	91.9976
406.64	86.5848
406.77	82.0714
406.91	90.1248
407.04	91.5124
407.17	89.5009
407.30	78.9012
407.43	79.3345
407.57	85.3432
407.70	88.0755
407.83	91.0297
407.96	89.5188
408.09	99.3555
408.23	101.6142
408.36	85.0976
408.49	81.5894
408.62	99.7744
408.75	94.3057
408.89	88.0087
409.02	94.6696
409.15	94.0243
409.28	96.6973
409.41	84.3613
409.55	83.4165
409.68	97.7164
409.81	95.5770
