Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	0.0000
377.88	0.0000
378.02	0.0000
378.15	200.0000
378.28	146.6000
378.41	0.0000
378.55	200.0000
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	169.8065
379.48	200.0000
379.61	200.0000
379.74	145.5810
379.88	54.1220
380.01	80.2062
380.14	102.3235
380.28	48.7883
380.41	40.6063
380.54	124.1443
380.68	115.8960
380.81	67.4785
380.94	54.1063
381.07	82.0833
381.21	88.9123
381.34	34.9719
381.47	60.4639
381.61	123.0693
381.74	107.6377
381.87	33.9012
382.00	101.9703
382.14	128.1996
382.27	63.1971
382.40	39.0357
382.54	87.9552
382.67	96.1297
382.80	61.7304
382.93	88.3719
383.07	98.7205
383.20	90.8661
383.33	115.0599
383.47	73.8696
383.60	70.4815
383.73	97.0309
383.86	98.0498
384.00	57.1804
384.13	92.9691
384.26	106.0766
384.40	79.3973
384.53	64.6579
384.66	81.5091
384.79	99.7781
384.93	87.6157
385.06	64.8792
385.19	66.4798
385.33	71.7991
385.46	47.8665
385.59	60.2099
385.72	99.6315
385.86	93.8070
385.99	89.7587
386.12	93.2861
386.25	64.6310
386.39	69.3138
386.52	84.6385
386.65	79.2591
386.79	60.4713
386.92	97.7919
387.05	109.1544
387.18	82.6647
387.32	72.9665
387.45	111.4780
387.58	100.1797
387.71	79.2921
387.85	83.8773
387.98	80.9919
388.11	80.1225
388.25	67.3656
388.38	57.4175
388.51	71.1140
388.64	97.1990
388.78	101.6417
388.91	77.2086
389.04	101.2910
389.17	92.9947
389.31	57.4096
389.44	47.2732
389.57	80.7902
389.70	78.3235
389.84	85.7757
389.97	91.0802
390.10	96.8615
390.24	98.2447
390.37	73.1481
390.50	67.7984
390.63	71.5973
390.77	63.2477
390.90	65.6617
391.03	84.9087
391.16	78.6831
391.30	82.3789
391.43	97.9720
391.56	76.6610
391.69	79.7054
391.83	98.2918
391.96	76.6602
392.09	66.0580
392.22	93.6981
392.36	97.4196
392.49	66.8429
392.62	69.0611
392.75	78.0659
392.89	73.9346
393.02	78.4503
393.15	67.9381
393.28	91.0476
393.42	82.5676
393.55	82.6957
393.68	70.9725
393.81	93.9925
393.95	93.0132
394.08	88.7985
394.21	79.4799
394.34	78.3795
394.48	81.8727
394.61	72.6266
394.74	79.5490
394.87	78.1690
395.01	97.2428
395.14	80.7556
395.27	68.6932
395.40	74.4995
395.54	79.8049
395.67	56.2767
395.80	68.5323
395.93	83.6715
396.07	83.1836
396.20	78.6213
396.33	81.8940
396.46	86.0584
396.59	93.6835
396.73	76.1834
396.86	76.1834
396.99	93.2139
397.12	109.6924
397.26	60.4071
397.39	64.9414
397.52	83.8662
397.65	78.2492
397.79	49.4689
397.92	94.3493
398.05	107.0738
398.18	83.9866
398.32	73.6376
398.45	81.4891
398.58	86.0032
398.71	80.4173
398.84	79.2947
398.98	78.6277
399.11	83.9628
399.24	81.3150
399.37	81.4907
399.51	87.1438
399.64	88.9268
399.77	85.9807
399.90	89.6219
400.03	79.4908
400.17	73.1988
400.30	76.8385
400.43	76.6712
400.56	70.8610
400.70	87.2750
400.83	94.1200
400.96	92.8737
401.09	87.0648
401.23	88.1883
401.36	80.0090
401.49	79.5556
401.62	81.7850
401.75	88.7090
401.89	83.3438
402.02	82.4676
402.15	82.7171
402.28	84.9739
402.41	89.1017
402.55	79.2420
402.68	76.3569
402.81	83.3553
402.94	87.3477
403.08	76.8865
403.21	81.6837
403.34	92.3186
403.47	83.0837
403.60	71.1432
403.74	81.6486
403.87	87.8271
404.00	87.9840
404.13	96.2537
404.26	97.0995
404.40	92.9620
404.53	98.8598
404.66	86.6389
404.79	80.7154
404.93	93.5390
405.06	91.0556
405.19	81.7393
405.32	84.3177
405.45	92.2632
405.59	93.2162
405.72	69.8045
405.85	79.7283
405.98	91.8247
406.11	85.5221
406.25	69.7140
406.38	92.6443
406.51	91.0036
406.64	86.5427
406.77	82.1135
406.91	90.0250
407.04	91.0601
407.17	88.8812
407.30	77.5237
407.43	77.5251
407.57	83.8661
407.70	86.4631
407.83	88.9406
407.96	87.2019
408.09	97.3310
408.23	99.2283
408.36	82.8381
408.49	79.2574
408.62	97.9064
408.75	92.3313
408.89	86.4231
409.02	93.5473
409.15	93.8519
409.28	96.6383
409.41	84.4788
409.55	83.3514
409.68	97.1661
409.81	94.2317
