Wavelength (nm)	Intensity
377.35	813.75
377.48	595.00
377.62	612.25
377.75	616.75
377.88	815.50
378.02	794.25
378.15	800.50
378.28	772.75
378.41	848.25
378.55	813.50
378.68	794.75
378.81	782.50
378.95	806.25
379.08	789.25
379.21	763.50
379.35	823.25
379.48	822.00
379.61	885.25
379.74	802.75
379.88	786.00
380.01	849.25
380.14	910.25
380.28	847.00
380.41	766.50
380.54	808.00
380.68	823.25
380.81	749.75
380.94	824.00
381.07	862.75
381.21	870.00
381.34	802.50
381.47	749.00
381.61	931.25
381.74	814.75
381.87	777.75
382.00	824.00
382.14	882.50
382.27	843.00
382.40	783.00
382.54	861.25
382.67	864.25
382.80	774.25
382.93	777.00
383.07	806.00
383.20	808.25
383.33	841.25
383.47	780.75
383.60	760.00
383.73	944.50
383.86	839.25
384.00	794.00
384.13	790.00
384.26	839.75
384.40	853.75
384.53	807.25
384.66	858.00
384.79	820.75
384.93	781.00
385.06	789.75
385.19	812.25
385.33	922.00
385.46	839.50
385.59	781.25
385.72	818.50
385.86	761.25
385.99	797.00
386.12	792.50
386.25	774.50
386.39	853.00
386.52	863.00
386.65	796.25
386.79	801.00
386.92	788.25
387.05	875.25
387.18	759.25
387.32	773.50
387.45	843.75
387.58	813.75
387.71	789.50
387.85	781.75
387.98	818.25
388.11	837.25
388.25	819.75
388.38	812.50
388.51	836.25
388.64	837.75
388.78	781.75
388.91	764.75
389.04	802.00
389.17	911.00
389.31	818.25
389.44	830.50
389.57	863.50
389.70	835.25
389.84	788.00
389.97	791.25
390.10	783.50
390.24	834.00
390.37	796.50
390.50	784.00
390.63	874.75
390.77	806.50
390.90	806.00
391.03	801.00
391.16	762.50
391.30	786.25
391.43	797.50
391.56	792.75
391.69	783.25
391.83	850.50
391.96	805.75
392.09	796.50
392.22	886.25
392.36	816.50
392.49	773.50
392.62	800.50
392.75	827.00
392.89	873.75
393.02	780.50
393.15	771.25
393.28	754.25
393.42	898.75
393.55	765.25
393.68	790.75
393.81	744.25
393.95	786.25
394.08	782.75
394.21	788.75
394.34	845.50
394.48	837.25
394.61	845.75
394.74	819.00
394.87	848.75
395.01	824.25
395.14	828.50
395.27	788.00
395.40	901.25
395.54	899.25
395.67	813.00
395.80	795.25
395.93	828.75
396.07	776.25
396.20	786.50
396.33	739.00
396.46	787.00
396.59	805.50
396.73	794.25
396.86	771.50
396.99	861.00
397.12	821.00
397.26	810.25
397.39	807.75
397.52	1086.00
397.65	914.25
397.79	812.50
397.92	801.25
398.05	852.25
398.18	789.75
398.32	798.00
398.45	835.75
398.58	819.50
398.71	822.25
398.84	767.50
398.98	796.25
399.11	835.25
399.24	832.50
399.37	797.25
399.51	767.25
399.64	805.25
399.77	813.75
399.90	812.00
400.03	806.75
400.17	764.25
400.30	865.25
400.43	836.50
400.56	813.00
400.70	809.75
400.83	781.00
400.96	780.75
401.09	805.50
401.23	814.50
401.36	872.75
401.49	794.50
401.62	806.25
401.75	798.75
401.89	779.25
402.02	796.50
402.15	806.50
402.28	824.50
402.41	817.50
402.55	786.00
402.68	797.75
402.81	878.50
402.94	853.00
403.08	790.75
403.21	758.75
403.34	840.75
403.47	838.00
403.60	800.00
403.74	838.75
403.87	837.00
404.00	784.50
404.13	782.00
404.26	761.00
404.40	767.25
404.53	810.75
404.66	794.50
404.79	774.00
404.93	838.75
405.06	808.50
405.19	753.50
405.32	808.50
405.45	823.75
405.59	834.00
405.72	804.00
405.85	774.75
405.98	966.25
406.11	770.50
406.25	771.00
406.38	789.25
406.51	829.00
406.64	808.50
406.77	758.75
406.91	759.50
407.04	827.25
407.17	795.75
407.30	822.00
407.43	804.25
407.57	889.25
407.70	865.00
407.83	773.00
407.96	803.00
