Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	72.6809
377.88	0.0000
378.02	102.0952
378.15	200.0000
378.28	200.0000
378.41	119.7778
378.55	168.3529
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	0.0000
379.48	87.0698
379.61	104.0828
379.74	54.9881
379.88	0.0000
380.01	12.1649
380.14	41.2847
380.28	0.0000
380.41	0.0000
380.54	72.3206
380.68	69.7262
380.81	21.7954
380.94	6.9635
381.07	39.3718
381.21	49.6396
381.34	0.0000
381.47	18.0304
381.61	83.6377
381.74	63.7029
381.87	0.0000
382.00	49.7100
382.14	74.8983
382.27	10.3352
382.40	0.0000
382.54	45.2928
382.67	54.3339
382.80	18.6622
382.93	41.3404
383.07	51.1650
383.20	45.2283
383.33	68.6309
383.47	27.2298
383.60	23.8148
383.73	51.6235
383.86	47.4428
384.00	3.5346
384.13	42.4136
384.26	54.7320
384.40	26.6484
384.53	14.0147
384.66	33.3745
384.79	52.5292
384.93	43.7077
385.06	20.9335
385.19	22.2156
385.33	22.9039
385.46	0.0000
385.59	5.5716
385.72	39.3284
385.86	28.7534
385.99	29.6255
386.12	31.9433
386.25	6.9355
386.39	16.3511
386.52	33.9789
386.65	27.0808
386.79	6.2471
386.92	38.6968
387.05	44.6989
387.18	18.7855
387.32	9.9622
387.45	47.6950
387.58	36.9449
387.71	18.6685
387.85	24.0948
387.98	24.0650
388.11	25.2996
388.25	12.8011
388.38	3.8814
388.51	14.5740
388.64	38.1728
388.78	38.0963
388.91	12.3476
389.04	35.5476
389.17	32.1737
389.31	0.0000
389.44	0.0000
389.57	28.3854
389.70	25.3648
389.84	30.6777
389.97	32.6180
390.10	37.6284
390.24	39.4447
390.37	17.8324
390.50	14.3414
390.63	20.2036
390.77	12.7342
390.90	14.3655
391.03	31.6210
391.16	25.1011
391.30	29.1586
391.43	44.5339
391.56	22.9296
391.69	25.5838
391.83	42.0644
391.96	18.2165
392.09	6.5220
392.22	34.2264
392.36	34.1834
392.49	3.3196
392.62	5.9563
392.75	15.8215
392.89	9.7647
393.02	16.7791
393.15	5.7214
393.28	30.3829
393.42	21.2471
393.55	21.0237
393.68	7.7991
393.81	30.6505
393.95	28.6629
394.08	24.2222
394.21	15.9214
394.34	16.9826
394.48	22.0473
394.61	13.9927
394.74	21.1460
394.87	19.1833
395.01	36.6793
395.14	20.2136
395.27	6.1615
395.40	14.7252
395.54	22.0854
395.67	0.0000
395.80	14.4255
395.93	30.9170
396.07	30.2959
396.20	26.2548
396.33	29.8222
396.46	32.7491
396.59	39.6000
396.73	22.1315
396.86	20.2681
396.99	37.6278
397.12	52.4444
397.26	1.7036
397.39	6.5759
397.52	26.4950
397.65	19.9259
397.79	0.0000
397.92	36.8105
398.05	49.3490
398.18	26.0017
398.32	14.3926
398.45	20.6420
398.58	26.4936
398.71	18.2657
398.84	16.5797
398.98	16.8632
399.11	23.2471
399.24	17.5741
399.37	17.5230
399.51	23.7512
399.64	25.5220
399.77	24.1383
399.90	30.5594
400.03	21.9294
400.17	15.7481
400.30	17.0155
400.43	16.2812
400.56	8.2145
400.70	21.0287
400.83	26.2073
400.96	27.2303
401.09	20.6759
401.23	23.4383
401.36	19.5506
401.49	20.9873
401.62	25.7879
401.75	33.5904
401.89	26.2244
402.02	23.3803
402.15	21.6499
402.28	21.2477
402.41	23.2012
402.55	15.1469
402.68	13.0707
402.81	20.1454
402.94	22.6397
403.08	13.7324
403.21	19.3805
403.34	30.2804
403.47	21.4796
403.60	10.6109
403.74	18.8583
403.87	22.8644
404.00	21.9001
404.13	29.6128
404.26	29.5188
404.40	26.6474
404.53	33.1455
404.66	20.9863
404.79	15.6769
404.93	29.6851
405.06	27.8701
405.19	18.4612
405.32	22.3818
405.45	29.6636
405.59	30.7543
405.72	8.6675
405.85	18.9415
405.98	30.1480
406.11	24.8998
406.25	9.4082
406.38	30.7466
406.51	28.3834
406.64	23.3427
406.77	17.9075
406.91	24.5775
407.04	26.1908
407.17	24.8675
407.30	13.6790
407.43	12.3050
407.57	18.3528
407.70	19.4305
407.83	21.7009
407.96	17.5047
408.09	27.3205
408.23	28.0566
408.36	12.6361
408.49	7.2504
408.62	26.4411
408.75	21.1384
408.89	15.9891
409.02	21.2883
409.15	21.1227
409.28	24.3169
409.41	11.9826
409.55	10.6291
409.68	25.6784
409.81	21.6706
