Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	0.0000
377.88	0.0000
378.02	57.2381
378.15	200.0000
378.28	200.0000
378.41	0.0000
378.55	200.0000
378.68	130.1000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	200.0000
379.48	200.0000
379.61	176.9931
379.74	94.5929
379.88	2.2439
380.01	30.8763
380.14	58.0410
380.28	12.0839
380.41	3.5200
380.54	88.5531
380.68	83.4315
380.81	33.3003
380.94	13.7010
381.07	42.5449
381.21	49.3525
381.34	0.0000
381.47	15.1787
381.61	81.6341
381.74	63.3333
381.87	0.0000
382.00	50.4238
382.14	75.1201
382.27	10.4236
382.40	0.0000
382.54	43.6800
382.67	52.5251
382.80	16.6256
382.93	39.0035
383.07	48.5993
383.20	41.1465
383.33	62.5174
383.47	20.2981
383.60	17.3519
383.73	45.7901
383.86	43.7811
384.00	2.9477
384.13	43.1358
384.26	55.0444
384.40	25.2420
384.53	9.2922
384.66	26.3058
384.79	43.5846
384.93	33.4777
385.06	11.7829
385.19	16.1348
385.33	19.7704
385.46	0.0000
385.59	11.8014
385.72	48.8321
385.86	39.9449
385.99	39.3786
386.12	39.3541
386.25	11.0837
386.39	17.3564
386.52	33.0923
386.65	25.2089
386.79	4.3506
386.92	37.1222
387.05	44.7363
387.18	19.8006
387.32	12.3202
387.45	52.2874
387.58	43.4145
387.71	26.1854
387.85	32.7978
387.98	32.3252
388.11	31.0360
388.25	16.2366
388.38	5.5052
388.51	14.5269
388.64	37.0419
388.78	38.1123
388.91	11.6738
389.04	33.3131
389.17	28.0842
389.31	0.0000
389.44	0.0000
389.57	21.6390
389.70	19.9103
389.84	26.6682
389.97	30.1030
390.10	36.3787
390.24	37.7788
390.37	15.9311
390.50	12.5819
390.63	18.7104
390.77	11.1937
390.90	13.6300
391.03	30.8950
391.16	23.9146
391.30	27.1762
391.43	42.4801
391.56	20.1407
391.69	23.2657
391.83	40.9700
391.96	18.4995
392.09	8.4039
392.22	38.3396
392.36	41.1348
392.49	11.6143
392.62	15.5590
392.75	26.1509
392.89	20.1307
393.02	24.7204
393.15	12.7059
393.28	36.1438
393.42	26.1815
393.55	25.9829
393.68	13.8047
393.81	37.8393
393.95	36.9567
394.08	32.7759
394.21	23.8466
394.34	23.8680
394.48	26.7491
394.61	16.8124
394.74	22.9649
394.87	21.4055
395.01	39.4246
395.14	23.8480
395.27	10.9408
395.40	19.9289
395.54	26.0122
395.67	2.3597
395.80	16.2362
395.93	32.2708
396.07	31.8895
396.20	28.4538
396.33	32.6530
396.46	35.4914
396.59	41.3113
396.73	21.9965
396.86	18.8501
396.99	35.5513
397.12	50.1298
397.26	0.0750
397.39	5.8621
397.52	25.4816
397.65	18.5118
397.79	0.0000
397.92	34.9423
398.05	47.1544
398.18	24.6314
398.32	13.3758
398.45	19.4118
398.58	25.2436
398.71	17.0725
398.84	15.7585
398.98	16.2941
399.11	23.4516
399.24	18.3223
399.37	18.6774
399.51	23.9935
399.64	25.4244
399.77	23.1543
399.90	28.9563
400.03	19.7117
400.17	14.0455
400.30	15.4689
400.43	15.5737
400.56	8.0604
400.70	21.5120
400.83	26.5440
400.96	27.5156
401.09	20.4074
401.23	23.1605
401.36	18.6607
401.49	19.8240
401.62	24.4006
401.75	32.0819
401.89	24.7159
402.02	22.6366
402.15	22.1289
402.28	22.7721
402.41	26.1168
402.55	17.9832
402.68	15.6074
402.81	21.7833
402.94	23.4425
403.08	13.6514
403.21	19.5076
403.34	30.6280
403.47	22.2972
403.60	11.4474
403.74	19.4540
403.87	22.6569
404.00	20.6609
404.13	27.0174
404.26	26.1801
404.40	22.9358
404.53	29.6308
404.66	18.1679
404.79	13.4692
404.93	27.9773
405.06	25.9063
405.19	15.6642
405.32	18.7833
405.45	26.0360
405.59	27.1278
405.72	6.1287
405.85	17.5504
405.98	29.0610
406.11	23.2145
406.25	7.3237
406.38	27.8401
406.51	24.3716
406.64	19.2234
406.77	14.2493
406.91	21.1836
407.04	23.3428
407.17	23.3391
407.30	13.3501
407.43	12.9151
407.57	19.8775
407.70	21.7290
407.83	24.0982
407.96	19.6808
408.09	29.5412
408.23	30.0743
408.36	14.2618
408.49	8.8398
408.62	27.7473
408.75	21.8655
408.89	16.7395
409.02	22.5501
409.15	22.8331
409.28	26.7760
409.41	15.0773
409.55	14.1106
409.68	28.9236
409.81	24.6419
