Wavelength (nm)	Intensity
377.35	814.67
377.48	600.00
377.62	616.00
377.75	624.33
377.88	852.00
378.02	833.00
378.15	816.33
378.28	790.00
378.41	875.67
378.55	855.33
378.68	826.00
378.81	807.33
378.95	846.67
379.08	817.67
379.21	780.33
379.35	850.00
379.48	865.33
379.61	927.00
379.74	830.00
379.88	811.00
380.01	894.33
380.14	959.33
380.28	865.67
380.41	804.00
380.54	847.33
380.68	874.00
380.81	766.33
380.94	855.00
381.07	914.33
381.21	906.33
381.34	831.00
381.47	773.67
381.61	992.33
381.74	847.67
381.87	794.00
382.00	850.00
382.14	927.67
382.27	876.67
382.40	815.33
382.54	896.00
382.67	903.33
382.80	806.33
382.93	809.33
383.07	830.00
383.20	838.00
383.33	876.67
383.47	806.00
383.60	797.00
383.73	990.33
383.86	875.00
384.00	827.00
384.13	819.67
384.26	883.00
384.40	887.67
384.53	836.67
384.66	884.67
384.79	861.67
384.93	819.00
385.06	819.33
385.19	846.67
385.33	959.00
385.46	874.33
385.59	806.00
385.72	842.00
385.86	777.67
385.99	819.33
386.12	824.67
386.25	803.00
386.39	889.67
386.52	896.67
386.65	827.33
386.79	822.67
386.92	829.33
387.05	920.00
387.18	783.00
387.32	805.33
387.45	878.00
387.58	857.67
387.71	815.00
387.85	814.00
387.98	850.67
388.11	870.67
388.25	846.33
388.38	826.67
388.51	867.67
388.64	883.67
388.78	818.00
388.91	796.00
389.04	835.00
389.17	945.00
389.31	843.67
389.44	864.67
389.57	907.67
389.70	877.00
389.84	813.67
389.97	810.67
390.10	813.67
390.24	864.67
390.37	826.33
390.50	807.67
390.63	915.33
390.77	838.67
390.90	843.33
391.03	835.33
391.16	786.33
391.30	826.00
391.43	823.67
391.56	815.67
391.69	808.67
391.83	895.33
391.96	841.67
392.09	819.33
392.22	937.33
392.36	872.00
392.49	803.00
392.62	825.33
392.75	864.67
392.89	906.00
393.02	802.67
393.15	804.00
393.28	793.00
393.42	929.33
393.55	789.33
393.68	814.33
