Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	22.1277
377.88	0.0000
378.02	4.3810
378.15	200.0000
378.28	143.3000
378.41	0.0000
378.55	200.0000
378.68	200.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	148.1290
379.48	152.5116
379.61	138.6759
379.74	75.0988
379.88	0.0000
380.01	20.9794
380.14	48.3918
380.28	0.4109
380.41	0.0000
380.54	76.2886
380.68	75.1750
380.81	27.5182
380.94	13.0831
381.07	45.8141
381.21	54.7496
381.34	0.0000
381.47	20.6084
381.61	86.2380
381.74	66.8333
381.87	0.0000
382.00	56.2454
382.14	79.7116
382.27	12.9650
382.40	0.0000
382.54	42.8928
382.67	50.3468
382.80	14.8486
382.93	38.8982
383.07	50.3165
383.20	46.2488
383.33	69.5584
383.47	29.2422
383.60	26.1852
383.73	53.4938
383.86	49.4328
384.00	6.2867
384.13	43.2654
384.26	53.2802
384.40	22.9772
384.53	8.2526
384.66	26.4236
384.79	44.5405
384.93	35.9134
385.06	15.2185
385.19	18.6900
385.33	22.3702
385.46	0.9513
385.59	13.3844
385.72	50.0802
385.86	42.1501
385.99	42.6741
386.12	44.4363
386.25	17.4870
386.39	24.7128
386.52	40.6755
386.65	30.9916
386.79	8.6954
386.92	41.5566
387.05	48.3120
387.18	22.5559
387.32	16.2504
387.45	56.4751
387.58	45.5710
387.71	26.8090
387.85	32.5300
387.98	32.6992
388.11	32.7297
388.25	19.9462
388.38	10.9794
388.51	21.9502
388.64	44.5654
388.78	45.0107
388.91	19.9840
389.04	43.0786
389.17	38.2211
389.31	3.3617
389.44	0.0000
389.57	31.2244
389.70	28.1275
389.84	33.5254
389.97	35.2766
390.10	39.6308
390.24	40.5318
390.37	17.2951
390.50	12.8568
390.63	18.4796
390.77	10.3423
390.90	11.9137
391.03	29.7717
391.16	23.4831
391.30	27.5330
391.43	43.7976
391.56	22.7377
391.69	25.8143
391.83	43.0429
391.96	20.0171
392.09	9.1772
392.22	38.5409
392.36	40.5005
392.49	11.3543
392.62	15.0611
392.75	25.3985
392.89	18.4967
393.02	23.5393
393.15	10.9721
393.28	34.4879
393.42	24.1660
393.55	23.4464
393.68	10.4265
393.81	33.8131
393.95	32.1883
394.08	28.3239
394.21	20.0075
394.34	19.8973
394.48	22.2982
394.61	11.9709
394.74	16.7874
394.87	14.0551
395.01	31.8122
395.14	17.2197
395.27	5.3348
395.40	16.1923
395.54	23.9756
395.67	1.6482
395.80	15.7751
395.93	31.1877
396.07	29.6435
396.20	24.8621
396.33	27.5658
396.46	29.5533
396.59	35.6452
396.73	17.5329
396.86	15.8342
396.99	33.5165
397.12	48.6471
397.26	0.0000
397.39	4.9414
397.52	24.3980
397.65	17.6835
397.79	0.0000
397.92	34.0231
398.05	46.0067
398.18	23.6541
398.32	13.0134
398.45	20.0773
398.58	26.3301
398.71	17.7963
398.84	16.2029
398.98	16.7304
399.11	23.5631
399.24	18.7887
399.37	19.8416
399.51	24.8174
399.64	24.6439
399.77	20.8778
399.90	24.9906
400.03	14.6503
400.17	9.3111
400.30	11.8168
400.43	13.1066
400.56	6.7190
400.70	20.8892
400.83	25.5152
400.96	25.8663
401.09	18.3056
401.23	20.6420
401.36	16.5034
401.49	18.5265
401.62	24.1355
401.75	32.6497
401.89	25.5085
402.02	22.8225
402.15	21.4146
402.28	21.0529
402.41	23.1665
402.55	15.5664
402.68	13.9025
402.81	20.9931
402.94	23.0411
403.08	13.2378
403.21	18.2052
403.34	28.7005
403.47	19.5561
403.60	8.4664
403.74	16.9066
403.87	20.5904
404.00	18.8141
404.13	25.6475
404.26	25.1720
404.40	21.9135
404.53	28.6367
404.66	17.2075
404.79	12.3923
404.93	26.8438
405.06	24.7970
405.19	14.0852
405.32	16.6108
405.45	22.9597
405.59	23.4644
405.72	2.2241
405.85	13.7283
405.98	25.6152
406.11	20.5152
406.25	4.9890
406.38	25.4697
406.51	22.6675
406.64	18.1988
406.77	13.8209
406.91	20.9198
407.04	23.4205
407.17	22.3201
407.30	10.4717
407.43	8.2565
407.57	14.2076
407.70	14.5523
407.83	16.5708
407.96	12.3146
408.09	22.5359
408.23	23.7593
408.36	9.0746
408.49	4.3008
408.62	24.0722
408.75	18.6637
408.89	13.0266
409.02	17.5761
409.15	16.6939
409.28	19.3399
409.41	6.9554
409.55	5.6963
409.68	21.8387
409.81	18.5462
