Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	0.0000
377.88	0.0000
378.02	44.9524
378.15	200.0000
378.28	200.0000
378.41	73.7778
378.55	200.0000
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	109.0323
379.48	145.2558
379.61	143.2276
379.74	80.2213
379.88	0.0000
380.01	30.9072
380.14	60.4738
380.28	15.3795
380.41	12.0084
380.54	99.0621
380.68	96.3258
380.81	48.0330
380.94	31.0831
381.07	57.6218
381.21	60.7400
381.34	0.0000
381.47	16.2053
381.61	79.2256
381.74	57.4638
381.87	0.0000
382.00	46.2305
382.14	71.2606
382.27	6.8435
382.40	0.0000
382.54	41.7792
382.67	49.7245
382.80	13.8702
382.93	35.0456
383.07	45.6296
383.20	41.1465
383.33	66.4732
383.47	27.2857
383.60	26.6111
383.73	56.5494
383.86	54.5075
384.00	10.6172
384.13	47.8210
384.26	58.9403
384.40	27.9817
384.53	12.4288
384.66	31.2202
384.79	50.2760
384.93	41.4344
385.06	21.2266
385.19	25.1429
385.33	28.8608
385.46	5.6245
385.59	16.4823
385.72	51.5423
385.86	42.3890
385.99	41.8086
386.12	44.2663
386.25	17.8326
386.39	25.9415
386.52	42.8285
386.65	35.6713
386.79	13.2126
386.92	46.1357
387.05	52.2808
387.18	25.3112
387.32	16.5473
387.45	56.7566
387.58	46.6319
387.71	29.5730
387.85	36.2622
387.98	36.0813
388.11	35.5419
388.25	21.8656
388.38	11.1186
388.51	20.6763
388.64	42.8534
388.78	42.3636
388.91	15.7005
389.04	37.8152
389.17	33.7053
389.31	0.1543
389.44	0.0000
389.57	32.5122
389.70	31.8819
389.84	39.1641
389.97	42.4623
390.10	48.1515
390.24	50.2165
390.37	27.0080
390.50	22.5338
390.63	27.8462
390.77	19.3829
390.90	19.8547
391.03	36.3333
391.16	27.9865
391.30	29.8062
391.43	43.5005
391.56	20.2303
391.69	21.9082
391.83	38.6009
391.96	15.2197
392.09	3.8668
392.22	32.6667
392.36	33.6915
392.49	3.1246
392.62	6.1004
392.75	17.3390
392.89	13.0196
393.02	20.4859
393.15	10.4272
393.28	36.1322
393.42	27.5946
393.55	26.7678
393.68	14.3166
393.81	38.0748
393.95	36.1431
394.08	30.7533
394.21	21.5229
394.34	20.6563
394.48	22.7673
394.61	12.7140
394.74	18.7948
394.87	16.8015
395.01	34.5814
395.14	19.7084
395.27	6.9494
395.40	16.9070
395.54	24.4634
395.67	2.3241
395.80	16.7873
395.93	33.3646
396.07	32.4242
396.20	27.9511
396.33	30.7761
396.46	32.6254
396.59	37.9096
396.73	19.0900
396.86	16.4374
396.99	33.5583
397.12	47.7404
397.26	0.0000
397.39	2.8828
397.52	23.1739
397.65	17.0471
397.79	0.0000
397.92	36.5931
398.05	48.7248
398.18	25.1251
398.32	12.4698
398.45	16.4571
398.58	20.3782
398.71	10.9894
398.84	9.5749
398.98	10.9913
399.11	19.5476
399.24	15.3976
399.37	17.0283
399.51	23.1309
399.64	24.7024
399.77	22.9518
399.90	29.3969
400.03	20.6779
400.17	15.5751
400.30	17.9379
400.43	17.6871
400.56	9.9094
400.70	22.6739
400.83	27.4139
400.96	27.1501
401.09	19.4352
401.23	22.1327
401.36	18.6067
401.49	19.6361
401.62	24.8954
401.75	33.2514
401.89	25.2188
402.02	21.4197
402.15	19.6331
402.28	18.9527
402.41	20.9344
402.55	13.8629
402.68	12.8813
402.81	21.0014
402.94	24.4376
403.08	15.9946
403.21	21.3977
403.34	32.1606
403.47	22.6321
403.60	10.6413
403.74	17.5728
403.87	20.6383
404.00	18.4624
404.13	25.1429
404.26	24.4785
404.40	21.5125
404.53	27.7678
404.66	15.9193
404.79	10.7077
404.93	24.7431
405.06	22.7883
405.19	13.2431
405.32	16.6404
405.45	23.7716
405.59	25.0270
405.72	3.2610
405.85	13.4192
405.98	23.9313
406.11	17.9138
406.25	1.6885
406.38	22.3868
406.51	19.6994
406.64	15.6795
406.77	11.3283
406.91	18.3173
407.04	20.1201
407.17	19.4079
407.30	8.1142
407.43	6.6343
407.57	13.5269
407.70	15.2384
407.83	17.3927
407.96	12.8286
408.09	22.3327
408.23	22.3717
408.36	6.5947
408.49	1.5801
408.62	21.3920
408.75	16.3958
408.89	11.5780
409.02	17.0581
409.15	16.6409
409.28	19.8907
409.41	7.8890
409.55	7.2321
409.68	23.3379
409.81	20.4463
