Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	0.0000
377.88	0.0000
378.02	0.0000
378.15	200.0000
378.28	116.0000
378.41	0.0000
378.55	200.0000
378.68	51.8000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	122.1935
379.48	163.8140
379.61	157.4621
379.74	88.3794
379.88	3.5610
380.01	34.5567
380.14	61.1572
380.28	14.3983
380.41	6.3242
380.54	88.8657
380.68	83.8267
380.81	34.4290
380.94	15.9535
381.07	45.2179
381.21	52.7783
381.34	0.0000
381.47	13.1483
381.61	77.6483
381.74	56.4855
381.87	0.0000
382.00	43.1078
382.14	69.0425
382.27	5.8048
382.40	0.0000
382.54	41.4528
382.67	49.6467
382.80	12.2329
382.93	32.2667
383.07	41.4882
383.20	36.1953
383.33	59.6215
383.47	20.7640
383.60	20.7407
383.73	51.4383
383.86	50.0498
384.00	9.5852
384.13	49.8765
384.26	62.7259
384.40	34.7580
384.53	21.8385
384.66	40.3759
384.79	57.5135
384.93	45.9973
385.06	21.2917
385.19	20.7601
385.33	20.4247
385.46	0.0000
385.59	7.3929
385.72	43.2333
385.86	34.9832
385.99	36.1165
386.12	36.9405
386.25	8.9602
386.39	16.9415
386.52	32.8074
386.65	24.4568
386.79	3.3678
386.92	36.4163
387.05	43.0328
387.18	18.5136
387.32	10.6608
387.45	49.6305
387.58	39.7449
387.71	20.8258
387.85	25.4003
387.98	25.5285
388.11	26.7217
388.25	13.8495
388.38	5.2423
388.51	15.9109
388.64	38.6126
388.78	38.4011
388.91	12.0428
389.04	33.7103
389.17	29.5053
389.31	0.0000
389.44	0.0000
389.57	21.5512
389.70	18.9327
389.84	24.5714
389.97	26.6539
390.10	32.1325
390.24	34.2494
390.37	12.1699
390.50	8.0871
390.63	14.7466
390.77	8.0586
390.90	11.3008
391.03	30.0868
391.16	24.6157
391.30	28.3921
391.43	44.1593
391.56	22.1365
391.69	25.4685
391.83	43.3262
391.96	21.1876
392.09	10.8271
392.22	40.8050
392.36	42.7530
392.49	13.1744
392.62	16.9476
392.75	28.1530
392.89	22.3791
393.02	27.8869
393.15	15.5046
393.28	39.0943
393.42	28.5212
393.55	27.5754
393.68	14.5100
393.81	37.6150
393.95	34.9454
394.08	30.0414
394.21	20.8157
394.34	20.4473
394.48	23.7818
394.61	14.4189
394.74	19.7930
394.87	17.0864
395.01	33.9940
395.14	17.7125
395.27	4.5985
395.40	15.4399
395.54	23.8902
395.67	2.8458
395.80	18.1481
395.93	35.0325
396.07	34.0927
396.20	29.1763
396.33	31.7402
396.46	33.1100
396.59	37.9200
396.73	18.4775
396.86	15.6437
396.99	32.5878
397.12	47.8578
397.26	0.0000
397.39	5.0552
397.52	25.5819
397.65	18.7239
397.79	0.0000
397.92	33.7562
398.05	44.0034
398.18	19.7548
398.32	8.0705
398.45	14.1681
398.58	21.0994
398.71	14.4124
398.84	13.8841
398.98	14.8996
399.11	22.1875
399.24	16.6121
399.37	16.0776
399.51	21.1438
399.64	21.9415
399.77	19.0643
399.90	24.4094
400.03	15.4693
400.17	10.2124
400.30	12.6087
400.43	13.8231
400.56	7.4079
400.70	21.1030
400.83	25.7771
400.96	25.5721
401.09	16.8056
401.23	17.8735
401.36	12.8899
401.49	13.5690
401.62	18.4183
401.75	27.0819
401.89	20.1392
402.02	17.7521
402.15	17.3894
402.28	17.7671
402.41	20.4239
402.55	13.4350
402.68	12.3294
402.81	19.2730
402.94	21.8871
403.08	12.8000
403.21	17.8160
403.34	27.9342
403.47	18.5672
403.60	6.9303
403.74	14.3984
403.87	18.0133
404.00	16.8874
404.13	24.5661
404.26	24.4624
404.40	21.8663
404.53	28.2531
404.66	16.1770
404.79	10.6308
404.93	24.8564
405.06	23.0956
405.19	13.8221
405.32	17.8892
405.45	25.8200
405.59	27.2826
405.72	5.6138
405.85	15.9696
405.98	26.2617
406.11	19.7529
406.25	2.7655
406.38	22.5844
406.51	19.0604
406.64	14.2901
406.77	8.9409
406.91	15.8217
407.04	17.8375
407.17	17.0671
407.30	5.9349
407.43	4.9636
407.57	11.8049
407.70	13.5506
407.83	16.1872
407.96	12.1878
408.09	22.5289
408.23	23.4903
408.36	8.0896
408.49	3.2597
408.62	22.5155
408.75	16.7026
408.89	11.3040
409.02	16.4936
409.15	15.8320
409.28	19.0973
409.41	6.7791
409.55	5.3384
409.68	20.7190
409.81	16.9522
