Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	0.0000
377.88	0.0000
378.02	0.0000
378.15	200.0000
378.28	76.7000
378.41	0.0000
378.55	200.0000
378.68	128.9000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	2.5806
379.48	109.1163
379.61	122.6207
379.74	68.0791
379.88	0.0000
380.01	17.2371
380.14	44.5376
380.28	0.0000
380.41	0.0000
380.54	82.1804
380.68	82.2045
380.81	37.3003
380.94	21.8937
381.07	51.1603
381.21	55.3429
381.34	0.0000
381.47	12.9886
381.61	77.3925
381.74	57.1377
381.87	0.0000
382.00	47.4796
382.14	72.0148
382.27	6.4457
382.40	0.0000
382.54	37.4976
382.67	44.6677
382.80	8.7188
382.93	30.8982
383.07	42.4175
383.20	40.2583
383.33	66.4164
383.47	27.4534
383.60	26.5556
383.73	55.7531
383.86	52.1393
384.00	7.6830
384.13	45.7840
384.26	57.3966
384.40	27.9452
384.53	12.4640
384.66	30.3955
384.79	47.2546
384.93	36.3681
385.06	13.6554
385.19	17.2507
385.33	20.3558
385.46	0.0000
385.59	9.8440
385.72	44.7667
385.86	34.3951
385.99	33.6366
386.12	34.3399
386.25	6.8861
386.39	15.4574
386.52	32.9340
386.65	26.1448
386.79	5.2644
386.92	39.5475
387.05	47.8253
387.18	23.3716
387.32	16.5124
387.45	57.9707
387.58	49.2754
387.71	31.2079
387.85	36.4798
387.98	34.7642
388.11	32.8096
388.25	16.9624
388.38	5.6753
388.51	14.7313
388.64	37.1990
388.78	36.8930
388.91	10.5348
389.04	32.4028
389.17	27.4211
389.31	0.0000
389.44	0.0000
389.57	21.2585
389.70	19.1452
389.84	25.4215
389.97	27.9329
390.10	33.4675
390.24	35.9294
390.37	14.4018
390.50	11.4822
390.63	18.3710
390.77	11.6532
390.90	13.7934
391.03	31.2237
391.16	24.7506
391.30	28.4185
391.43	44.0172
391.56	22.2004
391.69	25.7247
391.83	42.7082
391.96	19.3998
392.09	8.1847
392.22	36.9182
392.36	37.4973
392.49	6.6609
392.62	9.5066
392.75	19.2774
392.89	12.7320
393.02	18.5759
393.15	7.6780
393.28	32.5403
393.42	24.4324
393.55	25.1640
393.68	13.9640
393.81	38.2991
393.95	37.0923
394.08	32.3578
394.21	22.9261
394.34	21.7012
394.48	24.0218
394.61	14.2769
394.74	20.0591
394.87	18.4767
395.01	36.7512
395.14	21.8398
395.27	9.0032
395.40	18.1609
395.54	24.7439
395.67	1.7194
395.80	15.0216
395.93	30.3755
396.07	29.2371
396.20	24.8726
396.33	27.9043
396.46	30.8935
396.59	37.6800
396.73	20.0969
396.86	18.8395
396.99	37.7739
397.12	53.5858
397.26	4.3607
397.39	10.6414
397.52	30.4281
397.65	23.2593
397.79	0.0000
397.92	38.9160
398.05	49.7416
398.18	26.4349
398.32	15.1074
398.45	20.8739
398.58	26.3109
398.71	18.0994
398.84	15.4976
398.98	14.1692
399.11	19.8916
399.24	13.7360
399.37	13.7494
399.51	19.1664
399.64	20.5659
399.77	17.9936
399.90	23.6125
400.03	14.0613
400.17	8.8012
400.30	11.5839
400.43	13.5147
400.56	7.2356
400.70	22.1162
400.83	28.1715
400.96	29.0758
401.09	21.8333
401.23	24.6327
401.36	19.7034
401.49	19.6092
401.62	23.0221
401.75	30.1667
401.89	21.8949
402.02	18.8592
402.15	18.3978
402.28	19.1390
402.41	21.9293
402.55	14.4168
402.68	12.8401
402.81	19.3471
402.94	21.4523
403.08	11.9973
403.21	17.4825
403.34	28.2186
403.47	19.5873
403.60	8.6641
403.74	17.0320
403.87	20.7500
404.00	19.4537
404.13	26.5447
404.26	25.9946
404.40	22.6841
404.53	29.0202
404.66	16.7391
404.79	11.5000
404.93	25.5970
405.06	23.8751
405.19	14.1604
405.32	18.1182
405.45	25.7604
405.59	27.2531
405.72	5.5280
405.85	16.2225
405.98	26.9366
406.11	20.6760
406.25	4.4887
406.38	25.3427
406.51	22.8379
406.64	18.7953
406.77	14.7759
406.91	21.9537
407.04	23.9152
407.17	22.4991
407.30	10.4238
407.43	7.7712
407.57	13.6358
407.70	14.5317
407.83	17.1050
407.96	13.6596
408.09	24.4834
408.23	25.8761
408.36	10.4041
408.49	4.7380
408.62	23.1788
408.75	17.1962
408.89	11.2126
409.02	16.3276
409.15	16.1569
409.28	19.5760
409.41	7.4581
409.55	6.7245
409.68	22.7370
409.81	19.1966
