Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	109.1915
377.88	0.0000
378.02	200.0000
378.15	200.0000
378.28	200.0000
378.41	200.0000
378.55	76.2353
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	0.0000
379.48	130.1860
379.61	180.0552
379.74	132.7273
379.88	59.7195
380.01	96.1649
380.14	125.3121
380.28	76.6122
380.41	71.0484
380.54	151.7034
380.68	139.5217
380.81	89.1023
380.94	74.5581
381.07	102.5449
381.21	111.0558
381.34	60.1651
381.47	84.6920
381.61	144.7034
381.74	127.5072
381.87	54.0247
382.00	120.8178
382.14	149.2717
382.27	87.2634
382.40	65.3714
382.54	115.6992
382.67	126.5089
382.80	92.9185
382.93	118.6035
383.07	124.4377
383.20	110.8787
383.33	131.8675
383.47	88.3292
383.60	85.7222
383.73	113.9753
383.86	116.9154
384.00	77.1332
384.13	111.9136
384.26	123.4793
384.40	94.3744
384.53	78.7019
384.66	95.2258
384.79	114.6458
384.93	103.1394
385.06	83.8155
385.19	87.8598
385.33	96.1435
385.46	72.6008
385.59	86.8312
385.72	126.0208
385.86	119.0199
385.99	111.1956
386.12	114.2776
386.25	85.4540
386.39	92.4681
386.52	109.5884
386.65	107.5877
386.79	89.9368
386.92	127.4027
387.05	137.4041
387.18	111.2145
387.32	102.2242
387.45	144.0469
387.58	134.4406
387.71	114.2135
387.85	118.6220
387.98	113.3984
388.11	110.1784
388.25	96.9462
388.38	83.9536
388.51	95.0039
388.64	119.6754
388.78	124.0535
388.91	99.5882
389.04	126.1021
389.17	118.7947
389.31	85.4309
389.44	75.3046
389.57	105.5659
389.70	99.7591
389.84	105.2420
389.97	107.7653
390.10	111.7018
390.24	113.4918
390.37	89.4879
390.50	85.7640
390.63	91.5385
390.77	84.5180
390.90	87.2509
391.03	106.4155
391.16	99.8112
391.30	102.2555
391.43	116.7664
391.56	95.1087
391.69	98.4034
391.83	116.1888
391.96	94.5638
392.09	85.1987
392.22	113.4214
392.36	118.0539
392.49	89.0228
392.62	92.9432
392.75	100.3316
392.89	96.5098
393.02	100.3644
393.15	89.4118
393.28	111.1992
393.42	103.6950
393.55	103.0332
393.68	90.8777
393.81	113.2262
393.95	111.0132
394.08	105.9736
394.21	96.7895
394.34	94.9111
394.48	97.0582
394.61	88.3097
394.74	95.1756
394.87	94.6819
395.01	116.5435
395.14	104.1766
395.27	95.9483
395.40	104.2299
395.54	110.8171
395.67	87.6996
395.80	99.0216
395.93	112.7184
396.07	111.0018
396.20	104.7679
396.33	106.0068
396.46	108.0584
396.59	115.2313
396.73	96.9862
396.86	97.3474
396.99	114.5113
397.12	131.9218
397.26	82.3714
397.39	85.4759
397.52	102.2375
397.65	95.5118
397.79	66.6622
397.92	111.4695
398.05	125.2349
398.18	103.2611
398.32	93.0067
398.45	100.4672
398.58	103.3205
398.71	97.2584
398.84	95.9807
398.98	96.0822
399.11	101.8280
399.24	100.6704
399.37	101.8044
399.51	107.8191
399.64	109.4341
399.77	106.2765
399.90	109.8156
400.03	99.1104
400.17	91.6813
400.30	95.4907
400.43	94.0680
400.56	87.0393
400.70	103.2254
400.83	111.2268
400.96	109.5186
401.09	105.0093
401.23	107.0401
401.36	98.8225
401.49	97.4795
401.62	99.4669
401.75	105.5226
401.89	100.1506
402.02	99.2085
402.15	99.9776
402.28	102.4361
402.41	107.1752
402.55	96.9986
402.68	93.9574
402.81	101.1084
402.94	105.0760
403.08	93.8162
403.21	98.1152
403.34	108.6162
403.47	98.3621
403.60	85.7592
403.74	96.6114
403.87	102.4681
404.00	101.8787
404.13	110.8091
404.26	111.8656
404.40	107.0301
404.53	112.6836
404.66	100.0677
404.79	92.8692
404.93	105.3048
405.06	102.7858
405.19	94.2206
405.32	97.8103
405.45	106.6617
405.59	107.8108
405.72	84.3790
405.85	94.2014
405.98	106.0628
406.11	99.3124
406.25	83.3191
406.38	105.8577
406.51	103.9976
406.64	99.2094
406.77	95.3985
406.91	104.2068
407.04	106.1908
407.17	103.3460
407.30	91.8264
407.43	91.0364
407.57	95.5598
407.70	96.6861
407.83	98.6187
407.96	96.7019
408.09	106.4729
408.23	108.9416
408.36	92.6200
408.49	89.3349
408.62	107.5375
408.75	101.9700
408.89	95.5976
409.02	102.6785
409.15	102.6166
409.28	105.2219
409.41	92.6986
409.55	91.3102
409.68	104.8519
409.81	102.3804
