Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	163.8298
377.88	0.0000
378.02	200.0000
378.15	200.0000
378.28	200.0000
378.41	200.0000
378.55	4.9412
378.68	0.0000
378.81	0.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	77.2903
379.48	200.0000
379.61	200.0000
379.74	156.8696
379.88	70.1098
380.01	98.0825
380.14	122.3052
380.28	71.9581
380.41	65.4400
380.54	148.8657
380.68	139.2097
380.81	90.6865
380.94	76.6711
381.07	105.1410
381.21	112.4147
381.34	61.4034
381.47	84.9886
381.61	143.9574
381.74	125.4420
381.87	51.1111
382.00	115.7993
382.14	141.6414
382.27	76.4346
382.40	52.3214
382.54	100.5888
382.67	109.7634
382.80	76.2862
382.93	105.7825
383.07	116.8013
383.20	109.1591
383.33	134.7634
383.47	93.7888
383.60	89.9259
383.73	116.8642
383.86	119.9204
384.00	79.4604
384.13	113.8210
384.26	126.9342
384.40	99.8539
384.53	83.3186
384.66	99.0295
384.79	117.8208
384.93	105.1691
385.06	83.4084
385.19	86.5822
385.33	94.2496
385.46	70.6481
385.59	84.8567
385.72	124.6835
385.86	117.7152
385.99	109.3148
386.12	111.0482
386.25	80.2195
386.39	84.7766
386.52	100.4380
386.65	97.2591
386.79	78.6782
386.92	116.2715
387.05	127.0328
387.18	100.1934
387.32	89.7525
387.45	130.6393
387.58	119.0145
387.71	98.5225
387.85	103.5258
387.98	101.6098
388.11	101.5340
388.25	92.1237
388.38	82.5155
388.51	96.6396
388.64	121.2775
388.78	123.7326
388.91	98.1444
389.04	123.0566
389.17	114.3263
389.31	80.2766
389.44	71.7908
389.57	102.4341
389.70	97.0815
389.84	103.5702
389.97	108.6275
390.10	114.5420
390.24	117.5294
390.37	94.5580
390.50	91.3860
390.63	95.6516
390.77	86.0991
390.90	88.0136
391.03	106.5662
391.16	99.2719
391.30	103.1806
391.43	119.2465
391.56	97.7186
391.69	100.9007
391.83	118.6481
391.96	95.3612
392.09	85.1472
392.22	113.5975
392.36	118.2611
392.49	89.5428
392.62	94.3581
392.75	102.2444
392.89	98.3268
393.02	101.9979
393.15	90.0310
393.28	110.3013
393.42	101.3089
393.55	100.2919
393.68	87.6246
393.81	110.4336
393.95	109.0810
394.08	105.2279
394.21	96.2956
394.34	95.2191
394.48	97.8982
394.61	89.5118
394.74	96.5952
394.87	96.4482
395.01	118.1499
395.14	105.2238
395.27	96.1550
395.40	102.8882
395.54	107.6341
395.67	83.3953
395.80	93.8032
395.93	107.5523
396.07	107.3761
396.20	103.6161
396.33	106.4581
396.46	110.5739
396.59	118.8835
396.73	100.1107
396.86	99.1781
396.99	115.4400
397.12	131.6444
397.26	81.7821
397.39	85.0517
397.52	102.2876
397.65	96.3704
397.79	68.0437
397.92	112.0329
398.05	125.2248
398.18	102.7775
398.32	91.8188
398.45	98.7126
398.58	102.0994
398.71	97.0334
398.84	96.2029
398.98	96.1486
399.11	102.2835
399.24	101.6421
399.37	101.9111
399.51	107.7318
399.64	109.5415
399.77	105.8810
399.90	108.5313
400.03	97.6840
400.17	90.1335
400.30	93.5901
400.43	92.2630
400.56	85.2719
400.70	101.1619
400.83	108.1496
400.96	106.3001
401.09	101.5648
401.23	103.7253
401.36	96.3775
401.49	96.4683
401.62	99.3873
401.75	106.1836
401.89	101.5313
402.02	100.7887
402.15	101.6246
402.28	104.2315
402.41	108.5422
402.55	97.8378
402.68	94.4681
402.81	100.7380
402.94	103.9136
403.08	92.6324
403.21	96.8842
403.34	106.8229
403.47	97.3965
403.60	85.5006
403.74	96.5016
403.87	102.3883
404.00	102.5823
404.13	110.7450
404.26	111.0591
404.40	105.9685
404.53	111.8695
404.66	99.3025
404.79	92.9462
404.93	106.3401
405.06	104.7121
405.19	96.4612
405.32	99.8793
405.45	108.1962
405.59	108.3636
405.72	83.8927
405.85	92.6347
405.98	104.0095
406.11	97.3054
406.25	81.4082
406.38	104.2775
406.51	102.7266
406.64	97.7357
406.77	93.5728
406.91	102.3387
407.04	103.8375
407.17	101.2943
407.30	90.4969
407.43	90.2877
407.57	95.6824
407.70	98.1063
407.83	101.0982
407.96	99.8779
408.09	110.1926
408.23	112.4389
408.36	95.3823
408.49	91.2504
408.62	108.6475
408.75	102.6037
408.89	96.3611
409.02	103.9402
409.15	104.2674
409.28	107.3923
409.41	95.0686
409.55	93.2820
409.68	105.7691
409.81	102.3231
