Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	22.6383
377.88	0.0000
378.02	127.2381
378.15	200.0000
378.28	200.0000
378.41	200.0000
378.55	80.1176
378.68	0.0000
378.81	59.4286
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	0.0000
379.48	99.4884
379.61	160.9379
379.74	120.7747
379.88	49.0732
380.01	86.1134
380.14	115.9909
380.28	69.2159
380.41	64.9853
380.54	149.7315
380.68	140.2080
380.81	92.0132
380.94	78.1063
381.07	106.7564
381.21	113.6778
381.34	64.0375
381.47	89.1407
381.61	148.3908
381.74	129.7464
381.87	55.7778
382.00	119.5242
382.14	145.2126
382.27	81.6501
382.40	58.7714
382.54	108.0576
382.67	118.0875
382.80	83.8336
382.93	110.0561
383.07	118.4175
383.20	109.5370
383.33	135.1420
383.47	95.5776
383.60	94.6111
383.73	123.9568
383.86	126.3881
384.00	84.9848
384.13	118.3580
384.26	130.6462
384.40	102.2100
384.53	86.1557
384.66	101.7896
384.79	119.2205
384.93	105.3153
385.06	82.8548
385.19	85.9838
385.33	92.4935
385.46	69.1127
385.59	83.0014
385.72	123.1857
385.86	116.0061
385.99	109.7975
386.12	112.2720
386.25	81.8820
386.39	86.9787
386.52	102.7335
386.65	97.6602
386.79	79.3333
386.92	117.4299
387.05	127.7254
387.18	101.4079
387.32	93.2460
387.45	134.5982
387.58	124.8928
387.71	105.3652
387.85	111.1911
387.98	108.7967
388.11	107.9254
388.25	97.0430
388.38	86.5361
388.51	98.9987
388.64	123.1623
388.78	126.9091
388.91	101.1765
389.04	126.6152
389.17	120.2158
389.31	87.6330
389.44	78.8497
389.57	109.8976
389.70	103.7828
389.84	108.0472
389.97	110.3234
390.10	113.4201
390.24	115.2424
390.37	92.7945
390.50	90.2451
390.63	96.0724
390.77	89.0856
390.90	91.5006
391.03	109.0183
391.16	100.9169
391.30	103.6035
391.43	118.4327
391.56	96.5928
391.69	99.8890
391.83	117.9142
391.96	95.2583
392.09	84.8249
392.22	112.7799
392.36	117.4844
392.49	88.8277
392.62	93.3100
392.75	101.5303
392.89	97.0065
393.02	99.7361
393.15	86.8235
393.28	106.7561
393.42	96.9189
393.55	95.7649
393.68	83.4161
393.81	106.9570
393.95	106.6855
394.08	103.8493
394.21	96.1833
394.34	95.3181
394.48	97.5600
394.61	87.0856
394.74	92.5582
394.87	90.1804
395.01	110.5255
395.14	96.6242
395.27	88.3660
395.40	96.1546
395.54	102.8537
395.67	79.5178
395.80	91.2727
395.93	105.3646
396.07	105.0766
396.20	100.8726
396.33	104.8376
396.46	108.8007
396.59	116.9948
396.73	99.3322
396.86	99.2416
396.99	114.2087
397.12	130.4391
397.26	80.2500
397.39	82.3828
397.52	98.3746
397.65	92.3704
397.79	63.5966
397.92	108.3262
398.05	122.1846
398.18	101.1150
398.32	90.9530
398.45	98.4202
398.58	101.7244
398.71	95.8794
398.84	94.1159
398.98	93.8055
399.11	99.8482
399.24	98.9215
399.37	100.9604
399.51	108.1583
399.64	110.6732
399.77	107.8103
399.90	111.5500
400.03	100.3252
400.17	93.3748
400.30	97.9130
400.43	97.2063
400.56	90.6193
400.70	106.7483
400.83	112.5082
400.96	109.0550
401.09	103.0648
401.23	103.9012
401.36	96.0989
401.49	96.3788
401.62	98.9278
401.75	104.8107
401.89	98.8551
402.02	96.4282
402.15	95.4986
402.28	97.3973
402.41	102.3562
402.55	93.3231
402.68	91.6513
402.81	99.8491
402.94	104.6662
403.08	94.1730
403.21	98.6949
403.34	108.8374
403.47	98.8761
403.60	85.9417
403.74	95.9138
403.87	101.1117
404.00	100.7995
404.13	109.1188
404.26	110.4301
404.40	106.1180
404.53	112.8793
404.66	101.0670
404.79	95.2769
404.93	108.2519
405.06	106.2036
405.19	96.7769
405.32	98.8892
405.45	106.1328
405.59	106.1671
405.72	82.2551
405.85	92.4379
405.98	105.4304
406.11	99.7809
406.25	84.5837
406.38	107.5932
406.51	105.5172
406.64	100.0304
406.77	95.7566
406.91	104.2139
407.04	105.7456
407.17	103.6558
407.30	93.2107
407.43	93.2964
407.57	98.7589
407.70	100.8714
407.83	102.6050
407.96	99.9836
408.09	108.6935
408.23	109.4372
408.36	91.2147
408.49	86.6073
408.62	103.7947
408.75	97.6076
408.89	91.4149
409.02	99.2983
409.15	99.9713
409.28	103.8907
409.41	92.7573
409.55	92.7614
409.68	106.7623
409.81	104.4846
