Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	59.1489
377.88	0.0000
378.02	140.0952
378.15	200.0000
378.28	200.0000
378.41	107.1111
378.55	200.0000
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	0.0000
379.48	58.7442
379.61	96.1379
379.74	56.8379
379.88	0.0000
380.01	13.0309
380.14	42.8975
380.28	0.0000
380.41	0.0000
380.54	74.7976
380.68	74.8839
380.81	28.1320
380.94	13.5216
381.07	44.7179
381.21	52.7974
381.34	0.0000
381.47	16.8441
381.61	81.8046
381.74	61.3768
381.87	0.0000
382.00	46.8996
382.14	70.9057
382.27	6.7109
382.40	0.0000
382.54	44.0448
382.67	53.6532
382.80	18.9218
382.93	40.8351
383.07	49.7104
383.20	42.9984
383.33	66.5678
383.47	25.9441
383.60	24.3333
383.73	53.3827
383.86	50.8657
384.00	7.7234
384.13	45.7840
384.26	56.2573
384.40	26.4475
384.53	11.3891
384.66	29.4025
384.79	46.7937
384.93	37.1313
385.06	15.1696
385.19	18.2210
385.33	20.8551
385.46	0.0000
385.59	12.5504
385.72	49.3314
385.86	42.1317
385.99	43.1068
386.12	44.6742
386.25	17.4705
386.39	25.2074
386.52	40.8338
386.65	32.9304
386.79	12.5057
386.92	45.6652
387.05	53.1045
387.18	27.9577
387.32	20.4250
387.45	58.4457
387.58	48.5797
387.71	30.2135
387.85	35.8773
387.98	35.2358
388.11	36.9001
388.25	23.8978
388.38	14.6907
388.51	26.0079
388.64	50.0471
388.78	51.0267
388.91	26.4171
389.04	49.9807
389.17	44.9632
389.31	9.8085
389.44	0.7007
389.57	35.3512
389.70	31.2161
389.84	36.7131
389.97	38.3234
390.10	42.8686
390.24	44.0047
390.37	21.1389
390.50	16.3070
390.63	22.7828
390.77	15.5721
390.90	18.3292
391.03	37.4429
391.16	32.3685
391.30	36.3744
391.43	52.1163
391.56	29.9915
391.69	31.9360
391.83	48.0901
391.96	25.0718
392.09	15.5317
392.22	46.5660
392.36	50.7659
392.49	22.4442
392.62	25.9738
392.75	34.1467
392.89	26.5359
393.02	29.8346
393.15	17.1765
393.28	41.1701
393.42	33.4556
393.55	33.6493
393.68	22.1877
393.81	46.1720
393.95	44.5725
394.08	38.8098
394.21	29.4705
394.34	28.7076
394.48	31.2764
394.61	21.1403
394.74	27.0573
394.87	24.5394
395.01	41.0789
395.14	25.0924
395.27	12.3100
395.40	22.2612
395.54	30.0000
395.67	8.9763
395.80	23.4114
395.93	39.4513
396.07	37.8253
396.20	33.0087
396.33	35.8222
396.46	38.2852
396.59	44.8487
396.73	27.3322
396.86	26.1834
396.99	43.8052
397.12	59.4631
397.26	9.8893
397.39	16.2793
397.52	36.7893
397.65	31.4310
397.79	3.3345
397.92	49.2554
398.05	61.1879
398.18	37.5483
398.32	25.7483
398.45	32.2185
398.58	37.8878
398.71	30.4906
398.84	29.4686
398.98	29.8593
399.11	35.7583
399.24	29.8656
399.37	29.0865
399.51	34.1809
399.64	35.0732
399.77	32.6945
399.90	39.3625
400.03	31.0675
400.17	25.5539
400.30	27.8602
400.43	28.5896
400.56	21.3021
400.70	35.0457
400.83	40.4147
400.96	41.1293
401.09	32.3981
401.23	32.6142
401.36	26.2112
401.49	25.7301
401.62	28.1384
401.75	37.3277
401.89	32.1903
402.02	31.5437
402.15	32.4734
402.28	35.3479
402.41	39.0944
402.55	31.1077
402.68	29.2382
402.81	36.5322
402.94	39.0885
403.08	29.4865
403.21	35.0973
403.34	46.0092
403.47	36.6256
403.60	24.8923
403.74	33.6016
403.87	37.4574
404.00	36.0027
404.13	43.4152
404.26	43.6801
404.40	39.9843
404.53	46.8050
404.66	35.8595
404.79	31.6000
404.93	46.3778
405.06	45.2517
405.19	35.8822
405.32	38.8892
405.45	45.7827
405.59	46.4103
405.72	24.3218
405.85	34.9391
405.98	46.2901
406.11	40.7040
406.25	24.8060
406.38	46.0200
406.51	43.5148
406.64	39.2023
406.77	34.7876
406.91	42.5241
407.04	44.5371
407.17	43.6145
407.30	32.8475
407.43	32.0208
407.57	38.5003
407.70	40.5420
407.83	42.8174
407.96	39.3709
408.09	49.6462
408.23	51.3558
408.36	36.0850
408.49	32.5414
408.62	52.6340
408.75	48.1668
408.89	43.2191
409.02	50.0564
409.15	50.2210
409.28	53.3202
409.41	41.3689
409.55	40.7137
409.68	55.7385
409.81	53.2582
