Wavelength (nm)	Reflectance (%)
377.35	0.0000
377.48	0.0000
377.62	0.0000
377.75	94.3830
377.88	0.0000
378.02	131.2381
378.15	200.0000
378.28	200.0000
378.41	147.1111
378.55	169.4118
378.68	0.0000
378.81	200.0000
378.95	200.0000
379.08	200.0000
379.21	200.0000
379.35	0.0000
379.48	106.3256
379.61	128.4966
379.74	73.0119
379.88	0.0000
380.01	21.4124
380.14	46.9157
380.28	0.0000
380.41	0.0000
380.54	72.5371
380.68	71.0572
380.81	25.4191
380.94	12.1462
381.07	43.4679
381.21	52.1276
381.34	0.0000
381.47	15.0875
381.61	78.5861
381.74	57.5507
381.87	0.0000
382.00	44.2007
382.14	69.5305
382.27	5.0313
382.40	0.0000
382.54	40.1664
382.67	47.2350
382.80	10.0965
382.93	32.6246
383.07	44.3367
383.20	41.3165
383.33	67.2114
383.47	28.9814
383.60	27.2778
383.73	54.3272
383.86	48.8756
384.00	3.2310
384.13	39.2284
384.26	48.4288
384.40	18.3744
384.53	4.7283
384.66	24.7405
384.79	43.6017
384.93	35.5074
385.06	14.9254
385.19	18.6739
385.33	21.2855
385.46	0.0167
385.59	12.9078
385.72	48.9391
385.86	39.3017
385.99	38.7295
386.12	38.4533
386.25	9.2565
386.39	16.4947
386.52	33.6306
386.65	27.1978
386.79	7.5920
386.92	43.4027
387.05	51.7941
387.18	27.0876
387.32	19.8661
387.45	60.8211
387.58	51.9884
387.71	35.3202
387.85	41.2831
387.98	40.0650
388.11	38.9294
388.25	24.4785
388.38	13.9794
388.51	24.8440
388.64	49.0576
388.78	50.2406
388.91	24.3797
389.04	47.0345
389.17	42.2947
389.31	7.6702
389.44	0.0000
389.57	37.1220
389.70	34.4463
389.84	40.0567
389.97	42.0886
390.10	47.3704
390.24	49.2706
390.37	27.0218
390.50	23.4685
390.63	29.3801
390.77	20.2342
390.90	20.0999
391.03	36.8265
391.16	29.9416
391.30	33.2952
391.43	50.5791
391.56	31.1557
391.69	35.7652
391.83	53.7425
391.96	32.3258
392.09	22.4919
392.22	51.8365
392.36	54.5588
392.49	25.7205
392.62	28.8166
392.75	37.3475
392.89	29.7778
393.02	33.0010
393.15	19.4675
393.28	42.2663
393.42	33.0154
393.55	33.4900
393.68	22.9270
393.81	47.8654
393.95	47.5443
394.08	43.8832
394.21	36.0711
394.34	34.9221
394.48	37.3309
394.61	27.8397
394.74	33.4233
394.87	29.6676
395.01	46.9171
395.14	31.1047
395.27	17.4252
395.40	26.2236
395.54	33.3537
395.67	10.6008
395.80	24.1425
395.93	39.8412
396.07	38.1569
396.20	33.7208
396.33	37.2991
396.46	40.0997
396.59	45.8191
396.73	27.8616
396.86	25.9189
396.99	42.8035
397.12	57.4044
397.26	8.2607
397.39	14.1793
397.52	34.2007
397.65	28.4007
397.79	0.3193
397.92	45.8155
398.05	58.0168
398.18	35.0294
398.32	23.4530
398.45	30.4437
398.58	36.4071
398.71	28.4466
398.84	26.7536
398.98	26.6055
399.11	31.8637
399.24	26.6105
399.37	27.6314
399.51	34.2391
399.64	36.4000
399.77	35.0289
399.90	40.5156
400.03	30.9110
400.17	24.8255
400.30	27.5621
400.43	28.4717
400.56	22.4622
400.70	37.3974
400.83	43.4357
400.96	43.3403
401.09	34.5556
401.23	34.7160
401.36	27.6674
401.49	26.3475
401.62	29.5169
401.75	38.9972
401.89	33.9631
402.02	34.0704
402.15	36.0280
402.28	38.3289
402.41	41.9322
402.55	33.3818
402.68	30.6218
402.81	37.2236
402.94	39.9833
403.08	30.2486
403.21	35.9868
403.34	46.9651
403.47	37.5522
403.60	25.6527
403.74	33.7583
403.87	37.2819
404.00	35.9387
404.13	43.2710
404.26	42.9866
404.40	39.6933
404.53	46.0535
404.66	34.1106
404.79	28.9462
404.93	43.3703
405.06	41.3317
405.19	31.7318
405.32	35.0025
405.45	41.9690
405.59	42.5037
405.72	20.6460
405.85	31.5316
405.98	43.1072
406.11	38.2005
406.25	23.5067
406.38	45.9918
406.51	44.4379
406.64	40.7673
406.77	36.7045
406.91	44.3137
407.04	46.0141
407.17	44.6540
407.30	33.6288
407.43	32.5823
407.57	38.6636
407.70	40.2264
407.83	42.6598
407.96	39.2653
408.09	49.5482
408.23	51.2850
408.36	36.0367
408.49	32.1943
408.62	51.8624
408.75	47.0661
408.89	42.1294
409.02	48.9474
409.15	49.0011
409.28	52.1071
409.41	40.0239
409.55	39.0998
409.68	53.7839
409.81	50.4655
