Wavelength (nm)	Coefficient
550,9	1,1386439694119
551,03	1,13851267554351
551,16	1,13838122162042
551,28	1,1382533110171
551,41	1,13812665880486
551,54	1,13799974638446
551,66	1,13787636621744
551,79	1,13774810892065
551,92	1,13762275461592
552,04	1,13749686494112
552,17	1,13736863702055
552,3	1,13724454713332
552,42	1,1371237013732
552,55	1,13700935154984
552,68	1,13689275691712
552,8	1,13678579795961
552,93	1,13668207049071
553,06	1,13658150347866
553,18	1,13648207574561
553,31	1,13638024519982
553,44	1,13627858249502
553,56	1,13617626281246
553,69	1,13607395764275
553,82	1,13597945974787
553,94	1,1358864231232
554,07	1,13579860192731
554,2	1,135706800083
554,32	1,135609985383
554,45	1,13551149525186
554,58	1,13542019310559
554,7	1,13533250663615
554,83	1,1352435920202
554,95	1,13515523712881
555,08	1,13507165365095
555,21	1,13497837131683
555,33	1,13488362871143
555,46	1,13479075531816
555,59	1,13469830993697
555,71	1,13461202312404
555,84	1,13452544457058
555,97	1,13443439286865
556,09	1,13434735811922
556,22	1,13426967533799
556,35	1,13419909465327
556,47	1,13412288552808
556,6	1,13404724170767
556,73	1,13397278647672
556,85	1,13389585836074
556,98	1,13382116604598
557,11	1,13374277681378
557,23	1,13366385828341
557,36	1,13358694658366
557,48	1,13350592803689
557,61	1,13342036809293
557,74	1,13333326842327
557,86	1,13325290664949
557,99	1,13317105822098
558,12	1,1330889220807
558,24	1,13301188666893
558,37	1,13293377284326
558,5	1,13286282698179
558,62	1,13278975680475
558,75	1,13271833424048
558,87	1,13264747594895
559	1,13257713814745
559,13	1,13250762594828
559,25	1,13243564922061
559,38	1,13236534114578
559,51	1,13229522025975
559,63	1,1322214850356
559,76	1,13214880373853
559,89	1,13207331474529
560,01	1,13200307030392
560,14	1,13192761949448
560,26	1,13184818175223
560,39	1,13176801968559
560,52	1,13168333382107
560,64	1,13159513256017
560,77	1,13151168349229
560,9	1,13143010142712
561,02	1,13135209413137
561,15	1,13127475468512
561,27	1,13119708099004
561,4	1,1311214116042
561,53	1,1310497918658
561,65	1,13098355938128
561,78	1,1309228844567
561,91	1,13086489166604
562,03	1,13081366945892
562,16	1,13076230835032
562,28	1,13070859212135
562,41	1,13064304021696
562,54	1,13057516430957
562,66	1,130506519613
562,79	1,13043206454939
562,92	1,13035554338741
563,04	1,1302788897057
563,17	1,13019634647831
563,29	1,13011653847294
563,42	1,13003650950125
563,55	1,12995450558569
563,67	1,12987964885897
563,8	1,12981252105163
563,93	1,1297489251073
564,05	1,12969086267641
564,18	1,12964283189627
564,3	1,12960043045933
564,43	1,12955789163317
564,56	1,12951941836402
564,68	1,12947735030654
564,81	1,12943309700395
564,93	1,12939017862027
565,06	1,12934183517407
565,19	1,12929671483067
565,31	1,12925054310893
565,44	1,12920313156051
565,56	1,12914847945725
565,69	1,12908825274717
565,82	1,1290248683341
565,94	1,12896092057557
566,07	1,12889811861361
566,2	1,12883633162463
566,32	1,12877799042939
566,45	1,12872268523506
566,57	1,12866410948961
566,7	1,12860538726012
566,83	1,12854577341803
566,95	1,12848667121468
567,08	1,12843095398664
567,2	1,12837950869358
567,33	1,12832777154261
567,46	1,12827593924469
567,58	1,12822627460689
567,71	1,1281801433384
567,83	1,12813731069307
567,96	1,12810530964881
568,09	1,12807507931632
568,21	1,12804104911745
568,34	1,12801225427659
568,46	1,12798344909064
568,59	1,12795623344615
568,72	1,12793186141417
568,84	1,12790390937319
568,97	1,12787126375411
569,09	1,12783104086862
569,22	1,12779222729628
569,35	1,12774840129438
569,47	1,12770436235615
569,6	1,1276654973983
569,72	1,12762079315939
569,85	1,12757839425462
569,97	1,12753481119732
570,1	1,12748667165409
570,23	1,12744523249858
570,35	1,12741377936435
570,48	1,127381164829
570,6	1,1273432733299
570,73	1,12730752480134
570,86	1,12727046676205
570,98	1,12723003151926
571,11	1,12719269338239
571,23	1,12715378190579
571,36	1,12711791499044
571,49	1,12708432621373
571,61	1,12705158828389
571,74	1,12701708484025
571,86	1,12698526211236
571,99	1,12695531424958
572,11	1,12692525085928
572,24	1,12689433311256
572,37	1,12686398510361
572,49	1,12683139455651
572,62	1,1267990360716
572,74	1,12676278925815
572,87	1,12673111738076
573	1,12669644607055
573,12	1,1266581639441
573,25	1,12662045666724
573,37	1,12658568696871
573,5	1,1265456290824
573,62	1,12650799923595
573,75	1,12646679661315
573,88	1,12642450619869
574	1,12638246540995
574,13	1,12634126721255
574,25	1,1262998696755
574,38	1,12625768692869
574,5	1,12621434636463
574,63	1,12617237480984
574,76	1,12612429095228
574,88	1,1260723079609
575,01	1,12602148991898
575,13	1,12597845874411
575,26	1,12593960935439
575,38	1,12589844713255
575,51	1,12586139928563
575,64	1,12582435623152
575,76	1,12579212772779
575,89	1,12576580501337
576,01	1,12574005442325
576,14	1,12571647697709
576,26	1,12570080587729
576,39	1,12568712693036
576,52	1,12567694129714
576,64	1,12566791380124
576,77	1,12566132903448
576,89	1,1256537892039
577,02	1,12564081639042
577,14	1,12562489913702
577,27	1,12560701482795
577,4	1,12559374515243
577,52	1,12558250810835
577,65	1,12557111871496
577,77	1,12556076059036
577,9	1,12554846732876
578,02	1,12553958336815
578,15	1,12553209601393
578,27	1,12552311937123
578,4	1,1255186750075
578,53	1,12551824747324
578,65	1,12551730178913
578,78	1,1255119104141
578,9	1,12550675994123
579,03	1,12550327739376
579,15	1,1254959360793
579,28	1,12548600399818
579,4	1,12547474110922
579,53	1,12546371557767
579,66	1,12545520604413
579,78	1,1254531251475
579,91	1,12545112541598
580,03	1,12544974686182
580,16	1,12545217244973
580,28	1,12545670326169
580,41	1,12546020430434
580,53	1,12546667743124
580,66	1,12547460301099
580,79	1,12548364172818
580,91	1,12549849104953
581,04	1,1255093689336
581,16	1,12551188314753
581,29	1,12551195891855
581,41	1,12551154800766
581,54	1,1255127653603
581,66	1,12551554269055
581,79	1,12551558601787
581,91	1,12551427601421
582,04	1,12551366933146
582,17	1,12551032956081
582,29	1,12550168375013
582,42	1,12549748577485
582,54	1,12549635928686
582,67	1,1254959048634
582,79	1,12549733320544
582,92	1,12549596966037
583,04	1,12549332628664
583,17	1,12549611272734
583,29	1,12550103229013
583,42	1,1255032885941
583,54	1,12550738342855
583,67	1,12551295965736
583,8	1,1255156767225
583,92	1,12551528884608
584,05	1,1255157410759
584,17	1,12551622464168
584,3	1,12551961746621
584,42	1,12552096882426
584,55	1,12552113813678
584,67	1,12551690227438
584,8	1,12550784465233
584,92	1,12549897470134
585,05	1,12549155856019
585,17	1,1254895740539
585,3	1,12548675280653
585,42	1,12548387499188
585,55	1,12547835064614
585,68	1,12546637700065
585,8	1,12545564288827
585,93	1,1254468921037
586,05	1,12544045208646
586,18	1,12544021779944
586,3	1,12543653808786
586,43	1,12543565829038
586,55	1,12543299214384
586,68	1,12543559298059
586,8	1,12543773355747
586,93	1,12544267208018
587,05	1,12545299971269
587,18	1,12546835680223
587,3	1,1254795297331
587,43	1,12549090836267
587,55	1,12550530839539
587,68	1,12552252016864
587,8	1,12553915648468
587,93	1,12555478032335
588,06	1,12557451033018
588,18	1,12559879567214
588,31	1,12562596516063
588,43	1,12565453242002
588,56	1,12567843477197
588,68	1,12570744195768
588,81	1,1257417635724
588,93	1,12577605551083
589,06	1,12580852945031
589,18	1,12583901061646
589,31	1,12587493370743
589,43	1,12590781728
589,56	1,12594078954523
589,68	1,12597608143218
589,81	1,12601192712556
589,93	1,12605115310861
590,06	1,12608992807877
590,18	1,12612925864623
590,31	1,12616824797736
590,43	1,12620879231779
590,56	1,12624636144778
590,68	1,12627787894225
590,81	1,12630651650734
590,93	1,12633156286972
591,06	1,12635505523276
591,18	1,12637735070542
591,31	1,12640466404207
591,43	1,12643156367321
591,56	1,12645563930462
591,68	1,1264801214833
591,81	1,12651097929713
591,93	1,12654931499168
592,06	1,12659168101959
592,18	1,12663910811043
592,31	1,12669399854308
592,43	1,12674862299837
592,56	1,12680625139435
592,68	1,12685750727792
592,81	1,12690865522499
592,93	1,12696294299841
593,06	1,12701819929634
593,18	1,12707051307144
593,31	1,12711769607053
593,43	1,12716304426403
593,56	1,12720334642409
593,68	1,12724377525514
593,81	1,12728533517929
593,93	1,12732693543948
594,06	1,12736878870996
594,18	1,1274116477879
594,31	1,12745468473224
594,43	1,12750121944376
594,56	1,12754851360575
594,68	1,12760140741888
594,81	1,12765828931229
594,93	1,1277209221976
595,06	1,12778250754966
595,18	1,1278433888575
595,31	1,12790734855912
595,43	1,12797274018908
595,56	1,12804012718622
595,68	1,12810618561419
595,81	1,12817251643404
595,93	1,12823892800223
596,06	1,12830544744003
596,18	1,12837587653256
596,31	1,12844815455894
596,43	1,1285206019018
596,56	1,12859935025407
596,68	1,128674060922
596,81	1,12875077960503
596,93	1,1288248308464
597,06	1,12889955925928
597,18	1,12897408068729
597,31	1,12905379598119
597,43	1,12913432203773
597,56	1,12921303938607
597,68	1,1292906580027
597,8	1,12936528961448
597,93	1,12943790984117
598,05	1,12951331399247
598,18	1,12959039193888
598,3	1,129678421998
598,43	1,12977079453002
598,55	1,12986193240288
598,68	1,12994965620828
598,8	1,13004229363747
598,93	1,13013990992413
599,05	1,13023915624278
599,18	1,13034380298099
599,3	1,13044753892398
599,43	1,13055200036558
599,55	1,13065336051345
599,68	1,13074641705529
599,8	1,13083606940856
599,93	1,13093009535769
600,05	1,13102777301037
600,17	1,13112505455936
600,3	1,13121903371332
600,42	1,13131624686738
600,55	1,1314144967455
600,67	1,13151471201252
600,8	1,13161582108368
600,92	1,13172595540346
601,05	1,13184038749123
601,17	1,13195996318283
601,3	1,13207775138096
601,42	1,13219369528824
601,55	1,13231104613552
601,67	1,13243377004174
601,8	1,13255556991738
601,92	1,13267622498122
602,04	1,13279724602683
602,17	1,13291752106796
602,29	1,13303062364324
602,42	1,1331411462144
602,54	1,1332509797251
602,67	1,13336110480798
602,79	1,1334691187045
602,92	1,13357075648435
603,04	1,13366541644207
603,17	1,13375907549575
603,29	1,13385013666515
603,42	1,13394150465243
603,54	1,13403608831962
603,66	1,13412990160778
603,79	1,13422342621002
603,91	1,13430972571382
604,04	1,13439810551035
604,16	1,13449018938213
604,29	1,13458556004737
604,41	1,13468191321729
604,54	1,13477727081117
604,66	1,13487033022331
604,79	1,13496149312758
604,91	1,13504458152721
605,03	1,13512455869193
605,16	1,135197455747
605,28	1,13526992693856
605,41	1,1353368451481
605,53	1,13540160000355
605,66	1,13546156197741
605,78	1,13551622554873
605,91	1,13557169094165
606,03	1,13563121399752
606,15	1,13568940612443
606,28	1,13574765571382
606,4	1,13580899460046
606,53	1,13587489945306
606,65	1,1359462261495
606,78	1,13601868243363
606,9	1,1360886316758
607,03	1,13615792443005
607,15	1,13622738746781
607,27	1,13629324015789
607,4	1,13635557386904
607,52	1,13641533662217
607,65	1,13647584839727
607,77	1,13653738151211
607,9	1,13659990821406
608,02	1,13666316786967
608,15	1,13672653326475
608,27	1,136790053492
608,39	1,13685002304569
608,52	1,13691358687454
608,64	1,13697546283179
608,77	1,13703010261478
608,89	1,13708249644571
609,02	1,13713244142378
609,14	1,13717750238618
609,26	1,13722066326871
609,39	1,13725838438054
609,51	1,13729274687652
609,64	1,13732604428965
609,76	1,13736105201493
609,89	1,13739011935178
610,01	1,13741883138883
610,13	1,13745130129256
610,26	1,13748532312308
610,38	1,13752119325374
610,51	1,13755921542548
610,63	1,13759743512242
610,76	1,13763226141067
610,88	1,13766202482228
611	1,13768672576296
611,13	1,13770801676437
611,25	1,13772971943635
611,38	1,13774733827021
611,5	1,13776259102845
611,63	1,13777308242291
611,75	1,13777924458509
611,87	1,1377785544441
612	1,13777450673146
612,12	1,13777298518173
612,25	1,13777455400459
612,37	1,13777690780583
612,5	1,13777882828425
612,62	1,13777984308339
612,74	1,13777927884052
612,87	1,13778282798253
612,99	1,13778432676292
613,12	1,13778734828232
613,24	1,13779030284435
613,36	1,13779303181554
613,49	1,13778947124985
613,61	1,13778193524855
613,74	1,13777327578563
613,86	1,13776796028044
613,99	1,13776243187242
614,11	1,13775601211697
614,23	1,1377446145399
614,36	1,1377341151296
614,48	1,13771866590609
614,61	1,13770442191454
614,73	1,13768682760746
614,85	1,13767305998453
614,98	1,13766365205525
615,1	1,13765067632127
615,23	1,13762804311679
615,35	1,13759957513869
615,47	1,13757367921218
615,6	1,13754821448146
615,72	1,13752338344464
615,85	1,13749865880443
615,97	1,13747041201285
616,09	1,13743915019867
616,22	1,13740603319802
616,34	1,13736988228913
616,47	1,13733457637651
616,59	1,13730226988705
616,71	1,1372691322014
616,84	1,13722778072433
616,96	1,13718261829425
617,09	1,13713530607889
617,21	1,13709385589111
617,34	1,13705520241282
617,46	1,13702257832447
617,58	1,13699029001843
617,71	1,13696165231493
617,83	1,13693860931117
617,95	1,13691775564838
618,08	1,13689875923923
618,2	1,13688796971336
618,33	1,13688535574465
618,45	1,13688553000373
618,57	1,13688038646205
618,7	1,13687563099857
618,82	1,13686683739397
618,95	1,13685734472949
619,07	1,13684782064189
619,19	1,13683362130023
619,32	1,13682297772099
619,44	1,1368152098879
619,57	1,13680578106061
619,69	1,1367941761768
619,81	1,13678339684047
619,94	1,13677704862506
620,06	1,13677292674783
620,19	1,13677059621536
620,31	1,13676742072161
620,43	1,13675757125752
620,56	1,13674830867228
620,68	1,13673658272375
620,8	1,1367205438611
620,93	1,13670738724377
621,05	1,13668867216259
621,18	1,13666820740209
621,3	1,13664511160645
621,42	1,13662165712448
621,55	1,13660308282523
621,67	1,13658587040364
621,8	1,13657374517908
621,92	1,13655985627859
622,04	1,13654263428785
622,17	1,13652614907928
622,29	1,13650465082763
622,41	1,13648185640314
622,54	1,13645535321611
622,66	1,13642856674276
622,79	1,13639633329718
622,91	1,13635597824507
623,03	1,13631180929026
623,16	1,13625997026515
623,28	1,13620536352915
623,4	1,13615246291872
623,53	1,13609940399704
623,65	1,13604886217524
623,78	1,13600200640794
623,9	1,13595530169967
624,02	1,13590334883341
624,15	1,13584777152534
624,27	1,1357904511988
624,39	1,13573772932589
624,52	1,13568876286619
624,64	1,13564249837333
624,77	1,1355977227781
624,89	1,13555530930156
625,01	1,13551354286313
625,14	1,13547314448367
625,26	1,13543599388313
625,38	1,13539981800034
625,51	1,13537284391479
625,63	1,13535070684837
625,75	1,13533040670614
625,88	1,13531393280462
626	1,13529855833579
626,13	1,13528415860029
626,25	1,13526971345376
626,37	1,13525437829799
626,5	1,13523738185481
626,62	1,13522141190027
626,74	1,13520877058859
626,87	1,13519540524959
626,99	1,1351822123196
627,11	1,13516558593356
627,24	1,13514696845505
627,36	1,1351294365645
627,49	1,13510880382848
627,61	1,13508319036808
627,73	1,13506158318279
627,86	1,13504194247258
627,98	1,13501781792624
628,1	1,13499279162028
628,23	1,13496252382094
628,35	1,13493259288357
628,47	1,13490583036574
628,6	1,13488465213881
628,72	1,13486563401772
628,84	1,1348472482875
628,97	1,13483548205973
629,09	1,13482094869517
629,22	1,13480678059134
629,34	1,13480130382036
629,46	1,13480107308175
629,59	1,13480652450283
629,71	1,13481038124729
629,83	1,13480949062921
629,96	1,13480353897214
630,08	1,13479441315551
630,2	1,13478133668212
630,33	1,13476593268218
630,45	1,13474972516656
630,57	1,13473371533866
630,7	1,13471214812404
630,82	1,13468365527891
630,94	1,13464990759067
631,07	1,13461595480901
631,19	1,13458355441019
631,31	1,13455259043439
631,44	1,13452407601446
631,56	1,13449600991711
631,68	1,13447066234533
631,81	1,13444529156661
631,93	1,13441876151965
632,05	1,13439514023351
632,18	1,13437398172257
632,3	1,13435343038088
632,42	1,13433538789761
632,55	1,1343177182334
632,67	1,13429905298504
632,79	1,13427960354898
632,92	1,13426578183268
633,04	1,13425153580834
633,16	1,13423496483396
633,29	1,13421696467975
633,41	1,13419282533225
633,53	1,13416549008342
633,66	1,13413983440272
633,78	1,13411327200901
633,9	1,13408299220381
634,03	1,13404749973335
634,15	1,13400695246977
634,27	1,13395920674762
634,4	1,13391023229569
634,52	1,13386187698053
634,64	1,13381267369641
634,77	1,1337658609113
634,89	1,13372201772022
635,01	1,13367984569777
635,14	1,13363349292076
635,26	1,13359369771688
635,38	1,13355701604458
635,51	1,13352550122055
635,63	1,13350072846761
635,75	1,13348108939251
635,88	1,13346445804573
636	1,13345161869524
636,12	1,13344056927105
636,25	1,13343160285447
636,37	1,13342266170009
636,49	1,13341976637369
636,62	1,13341984122958
636,74	1,13342541724052
636,86	1,13343252330424
636,99	1,13344130798058
637,11	1,13344612404353
637,23	1,13345172032971
637,36	1,13346081990497
637,48	1,13347340853378
637,6	1,13348516762287
637,72	1,13349952391014
637,85	1,13351354239292
637,97	1,13352093277736
638,09	1,13352786487523
638,22	1,13353344366264
638,34	1,13353731968104
638,46	1,13354219876655
638,59	1,13354756519852
638,71	1,13355000103908
638,83	1,13354903719121
638,96	1,13355141116316
639,08	1,13355421564463
639,2	1,13355796126347
639,32	1,13356563052164
639,45	1,13357201865505
639,57	1,13357951476204
639,69	1,13358776728797
639,82	1,13359404514456
639,94	1,13359516983561
640,06	1,13359986194787
640,19	1,13360427906703
640,31	1,13360655697567
640,43	1,13360969157395
640,56	1,133614857843
640,68	1,13362235829622
640,8	1,13363094972337
640,92	1,1336380945547
641,05	1,13364386132379
641,17	1,13365103124977
641,29	1,13366586738048
641,42	1,13367738503009
641,54	1,13368983747901
641,66	1,13370157083243
641,79	1,13370862698739
641,91	1,13371244722486
642,03	1,13371406296576
642,15	1,13371376293277
642,28	1,13371653780833
642,4	1,13371707316349
642,52	1,13371363863867
642,65	1,13370553097998
642,77	1,13369449573526
642,89	1,1336837925234
643,02	1,1336720115421
643,14	1,13366067210924
643,26	1,1336493055332
643,38	1,13363633928446
643,51	1,13362101821085
643,63	1,13360468230801
643,75	1,13359279909398
643,88	1,13358687328733
644	1,13358391189605
644,12	1,13358562885277
644,24	1,13358692871724
644,37	1,13358764278437
644,49	1,13358908124635
644,61	1,13359450394121
644,74	1,1336002619927
644,86	1,13360607830344
644,98	1,13360862830266
645,1	1,13361191346867
645,23	1,13361390199935
645,35	1,13361199651009
645,47	1,13360320109749
645,6	1,13359456825274
645,72	1,13359039902598
645,84	1,13359029556097
645,96	1,13358996943037
646,09	1,13358930250354
646,21	1,1335923092543
646,33	1,13359885772913
646,46	1,13360389408612
646,58	1,13361520237444
646,7	1,13363061609545
646,82	1,13365125148959
646,95	1,13367771984827
647,07	1,13370646413675
647,19	1,13373256527421
647,31	1,13375884395035
647,44	1,13378699072481
647,56	1,1338196319826
647,68	1,13385167388775
647,81	1,13388762432987
647,93	1,13391960619997
648,05	1,13395152620633
648,17	1,1339837266478
648,3	1,13401142857795
648,42	1,134039076841
648,54	1,13406922768887
648,66	1,13410162745273
648,79	1,13413569055976
648,91	1,1341680256035
649,03	1,13420373916409
649,15	1,13424242071749
649,28	1,13428393271942
649,4	1,13432815594635
649,52	1,13437827388084
649,65	1,13443594181385
649,77	1,13449419258823
649,89	1,13455286024442
650,01	1,13461350185256
650,14	1,13467749921226
650,26	1,13474581022187
650,38	1,13481851922632
650,5	1,13488675159307
650,63	1,1349570309901
650,75	1,13502730534165
650,87	1,13509748620373
650,99	1,13516723093501
651,12	1,13524412893773
651,24	1,13532697391005
651,36	1,13541097429091
651,48	1,13549532543614
651,61	1,13557840001217
651,73	1,13565604761604
651,85	1,1357415608126
651,97	1,13582839334189
652,1	1,13592056707521
652,22	1,136014383093
652,34	1,13611032159146
652,47	1,13620618303814
652,59	1,13630374742514
652,71	1,13640540610229
652,83	1,13650870065338
652,96	1,13661590383646
653,08	1,13673015956318
653,2	1,13684728356808
653,32	1,13696901517734
653,45	1,13709141941394
653,57	1,1372164389918
653,69	1,13734163288064
653,81	1,13746336914973
653,94	1,13758371266803
654,06	1,13770684859725
654,18	1,13782992106255
654,3	1,13795475466035
654,42	1,13807926201437
654,55	1,13820307764564
654,67	1,13832528344214
654,79	1,13844917899833
654,91	1,13857930037155
655,04	1,13871722725139
655,16	1,13886455488684
655,28	1,13901865421438
655,4	1,13917641520778
655,53	1,1393451500148
655,65	1,13951698696169
655,77	1,13969564808853
655,89	1,13988308986932
656,02	1,14007453985228
656,14	1,14026874133738
656,26	1,14046274421742
656,38	1,14065888679777
656,51	1,14085357448351
656,63	1,14105021119609
656,75	1,14124817057122
656,87	1,14145007861596
657	1,14165306773459
657,12	1,14185986473074
657,24	1,14206635918288
657,36	1,1422813013455
657,48	1,14250477350328
657,61	1,14273480177021
657,73	1,14296818566968
657,85	1,14321052931056
657,97	1,14345707618014
658,1	1,14370663731103
658,22	1,14395824977612
658,34	1,14421631969108
658,46	1,14448093552985
658,58	1,14475126856267
658,71	1,14502685074877
658,83	1,14531218833928
658,95	1,14559948585673
659,07	1,14589456778236
659,2	1,1461964124283
659,32	1,146503841085
659,44	1,14681791373573
659,56	1,14714220056222
659,69	1,14747773586224
659,81	1,14782291007888
659,93	1,14817571657318
660,05	1,14853285162137
660,17	1,14889130880331
660,3	1,1492606987273
660,42	1,14963628310699
660,54	1,15001807129712
660,66	1,15041073707184
660,78	1,15081637713017
660,91	1,15122428722841
661,03	1,15163226182857
661,15	1,15203913203924
661,27	1,15244835271151
661,4	1,15286120927433
661,52	1,15327606663176
661,64	1,15368925029538
661,76	1,15410555378712
661,88	1,15452126446866
662,01	1,15493509926818
662,13	1,1553458096422
662,25	1,15575924741469
662,37	1,15617580024661
662,49	1,15659627104685
662,62	1,15701932432699
662,74	1,15744321477063
662,86	1,15787364674275
662,98	1,15831052438044
663,11	1,15874797556521
663,23	1,15918943111367
663,35	1,15963489262755
663,47	1,16007933346357
663,59	1,16052300403751
663,72	1,16096936915958
663,84	1,16141737185936
663,96	1,16186968774693
664,08	1,16233014558403
664,2	1,16279166928516
664,33	1,16325371137199
664,45	1,16371491571524
664,57	1,16417462332808
664,69	1,16463600945511
664,81	1,16510130082274
664,94	1,16556509180995
665,06	1,16602844727093
665,18	1,16649224544414
665,3	1,16694992910752
665,42	1,16740203474133
665,55	1,16784811575122
665,67	1,1682917940465
665,79	1,16873462397744
665,91	1,1691753543634
666,03	1,16961137584411
666,16	1,17004851839737
666,28	1,17048825627621
666,4	1,17092407768371
666,52	1,17136359268809
666,64	1,17180585227688
666,77	1,1722469940221
666,89	1,17268888223311
667,01	1,17312811084403
667,13	1,1735663699958
667,25	1,17400100525278
667,37	1,17443401537473
667,5	1,1748601026308
667,62	1,17527928213565
667,74	1,17569681247745
667,86	1,1761021371229
667,98	1,17650216860611
668,11	1,17689916768165
668,23	1,17729136851025
668,35	1,17768382836083
668,47	1,17807688456559
668,59	1,17846970058575
668,72	1,17886004318482
668,84	1,17925000866699
668,96	1,17963960137438
669,08	1,18002481222901
669,2	1,18040937623916
669,32	1,18079715851932
669,45	1,18118302313942
669,57	1,18156736834984
669,69	1,18194603063735
669,81	1,1823158361974
669,93	1,18268151410766
670,06	1,18304243115626
670,18	1,1833966650483
670,3	1,18374874612045
670,42	1,18410386593231
670,54	1,18445740639489
670,66	1,18480724179324
670,79	1,18515598817258
670,91	1,18549945305959
671,03	1,18584241584949
671,15	1,18618164575258
671,27	1,18652341864086
671,39	1,18686428000802
671,52	1,1872016934185
671,64	1,18753636477787
671,76	1,18786697937175
671,88	1,18819308771845
672	1,18851041006569
672,12	1,18881938562798
672,25	1,18912412584507
672,37	1,18942325497846
672,49	1,18972119762223
672,61	1,19000826705102
672,73	1,19029009676805
672,85	1,19056689448749
672,98	1,19083414209269
673,1	1,19108478799917
673,22	1,19132436824509
673,34	1,19155523202229
673,46	1,19178273016207
673,58	1,19200899342322
673,71	1,19222800008384
673,83	1,19244064826123
673,95	1,19265177295917
674,07	1,1928581049122
674,19	1,19306325053027
674,31	1,19327053720511
674,44	1,19348241883199
674,56	1,19369323838087
674,68	1,19390619158694
674,8	1,19411356843022
674,92	1,19431489049671
675,04	1,1945103782783
675,17	1,19469659307995
675,29	1,19487480090431
675,41	1,19504649443669
675,53	1,19520862642159
675,65	1,19535845001297
675,77	1,19550097593341
675,89	1,19563861668603
676,02	1,19576674597813
676,14	1,19588793429179
676,26	1,1960014892646
676,38	1,19611144226627
676,5	1,19621188739212
676,62	1,19630675190067
676,75	1,19639706973633
676,87	1,19648660296993
676,99	1,19657384944628
677,11	1,19665544322853
677,23	1,19673569803046
677,35	1,19680885100577
677,47	1,19687895474612
677,6	1,1969429826185
677,72	1,19700319077018
677,84	1,197069130511
677,96	1,19712995918803
678,08	1,19718182029958
678,2	1,19722549154734
678,32	1,19726342786912
678,45	1,19729316712046
678,57	1,19731108319047
678,69	1,1973284442724
678,81	1,1973364748394
678,93	1,19733690843802
679,05	1,19732711610337
679,17	1,19730396228476
679,3	1,19727403054138
679,42	1,19723824464738
679,54	1,19719720433496
679,66	1,19714447651411
679,78	1,19708417375307
679,9	1,19702323605616
680,02	1,19694814288263
680,14	1,19686516006522
680,27	1,19677850287357
680,39	1,1966882206389
680,51	1,19659538314286
680,63	1,19649652368993
680,75	1,19639218732875
680,87	1,19628225611992
680,99	1,19617207403285
681,12	1,19605699298558
681,24	1,19593081335739
681,36	1,19580153142835
681,48	1,19566441093828
681,6	1,19551528928933
681,72	1,19535769450954
681,84	1,19519542692805
681,96	1,19502631062486
682,09	1,19484819069876
682,21	1,19466118524705
682,33	1,19447219128186
682,45	1,1942833472139
682,57	1,19409086827597
682,69	1,19389200476303
682,81	1,19368780422529
682,93	1,19348304066838
683,06	1,19327515905633
683,18	1,19306437713151
683,3	1,19284891828475
683,42	1,19263648103802
683,54	1,1924154279774
683,66	1,19218643486777
683,78	1,19194767241674
683,9	1,19170502648383
684,03	1,19146080976282
684,15	1,19121505897344
684,27	1,19096496582785
684,39	1,19070882013598
684,51	1,19044421753304
684,63	1,19017829688803
684,75	1,18990650895647
684,87	1,18963580788303
684,99	1,18935418744202
685,12	1,18907099660615
685,24	1,18878874353584
685,36	1,18850494355435
685,48	1,18822416940443
685,6	1,18794486313235
685,72	1,18766524646165
685,84	1,18738167573749
685,96	1,18709500905849
686,08	1,18680279343241
686,21	1,18650700452946
686,33	1,1862133397838
686,45	1,18592028152881
686,57	1,18561786752299
686,69	1,18530905785967
686,81	1,18499262592638
686,93	1,18466882882784
687,05	1,18434165552325
687,17	1,18401229912223
687,3	1,18368613705545
687,42	1,18336095537626
687,54	1,18303506536654
687,66	1,18270798561074
687,78	1,18237598970586
687,9	1,18204549653722
688,02	1,18171818966567
688,14	1,181392595574
688,26	1,18107019345146
688,38	1,18074830976753
688,51	1,18042638714478
688,63	1,18009512456488
688,75	1,1797647161162
688,87	1,17943345628825
688,99	1,17910236194549
689,11	1,17876944704979
689,23	1,17843466857722
689,35	1,17809512718109
689,47	1,17774916800852
689,59	1,17739743535776
689,71	1,17704126840919
689,84	1,17668780782894
689,96	1,17633286166194
690,08	1,17596930910461
690,2	1,17560176996633
690,32	1,17523240276478
690,44	1,17486132356653
690,56	1,1744849310909
690,68	1,1741076909196
690,8	1,1737338356467
690,92	1,1733606879805
691,04	1,17298627608515
691,17	1,17260438906142
691,29	1,17222374565873
691,41	1,17184665503314
691,53	1,17146735288681
691,65	1,17108603409734
691,77	1,17069930788683
691,89	1,17031723223108
692,01	1,1699345888831
692,13	1,16954353521391
692,25	1,16915222110948
692,37	1,16875798541805
692,49	1,16836161893698
692,62	1,16795769247905
692,74	1,16754670369317
692,86	1,16713096224092
692,98	1,16670853198449
693,1	1,16628246372868
693,22	1,1658456987737
693,34	1,16539964436098
693,46	1,16495381431824
693,58	1,16450491728392
693,7	1,1640573471932
693,82	1,16361029170996
693,94	1,16316708844263
694,06	1,16272137557062
694,19	1,16227667881748
694,31	1,16186043212027
694,43	1,16144340383547
694,55	1,16102559257212
694,67	1,16060699693462
694,79	1,16018761552276
694,91	1,15976744693164
695,03	1,15934648975173
695,15	1,15892474256879
695,27	1,1585022039639
