Wavelength (nm)	Coefficient
469,21	1,44262832562748
469,34	1,44201423353988
469,47	1,44135833612483
469,6	1,44067833690426
469,73	1,43996012717199
469,86	1,43920831750444
469,99	1,43848095531743
470,11	1,43777008929371
470,24	1,43703786267904
470,37	1,43630264658916
470,5	1,43558753061259
470,63	1,4349098034314
470,76	1,43429204176882
470,89	1,4337125620859
471,02	1,43315790614619
471,15	1,4326069441903
471,28	1,43204239567937
471,41	1,43146135251427
471,54	1,43087332802149
471,67	1,43030312301639
471,8	1,42973809299723
471,93	1,42913996010147
472,06	1,42851724860063
472,19	1,42783712334057
472,32	1,42713391983958
472,45	1,42645320249816
472,58	1,42578052515438
472,71	1,42512340619564
472,84	1,42445321004154
472,97	1,42377125157377
473,1	1,42309236159907
473,23	1,42241160840595
473,36	1,42173632926261
473,49	1,42102879828606
473,62	1,42032601931386
473,75	1,41963283380057
473,88	1,41889513720316
474,01	1,41815703777126
474,14	1,41741807498038
474,27	1,41669274125459
474,39	1,41596187467555
474,52	1,41520749176398
474,65	1,41442452689811
474,78	1,41361550925366
474,91	1,41280522459127
475,04	1,41198393353116
475,17	1,41115062480855
475,3	1,41030697314418
475,43	1,4094502379146
475,56	1,40857007940308
475,69	1,40767741290212
475,82	1,40680279268627
475,95	1,40593663657703
476,08	1,40509831378914
476,21	1,40429260007259
476,34	1,40349461447687
476,47	1,40270895472799
476,6	1,40190955199285
476,73	1,40110218049154
476,86	1,40031290632676
476,99	1,39953611113418
477,12	1,39873258591626
477,25	1,39793152428882
477,37	1,39714714220495
477,5	1,39633262765926
477,63	1,39550357677399
477,76	1,39467917225586
477,89	1,39385219064195
478,02	1,39305110827801
478,15	1,39226716635089
478,28	1,39148090154262
478,41	1,39069312543525
478,54	1,38994163697168
478,67	1,38918344842778
478,8	1,38840526140045
478,93	1,38764936971679
479,06	1,38690133184722
479,19	1,38615234759216
479,32	1,38540379540447
479,45	1,38465138342026
479,58	1,38390561949427
479,71	1,38316279509398
479,83	1,38240106446355
479,96	1,3816365898812
480,09	1,38086124383694
480,22	1,38008807210991
480,35	1,37930780592533
480,48	1,37852608543062
480,61	1,37774950027654
480,74	1,3769804554986
480,87	1,37620943873064
481	1,37542824937747
481,13	1,37462555586135
481,26	1,37383836240294
481,39	1,37302218699124
481,52	1,37220139009255
481,65	1,37139322912173
481,78	1,370579328634
481,9	1,36973766169328
482,03	1,36889892340891
482,16	1,36806187714645
482,29	1,36720840406053
482,42	1,36636819222836
482,55	1,36555473355383
482,68	1,36474659159093
482,81	1,36397404117304
482,94	1,36322059531049
483,07	1,36247121469918
483,2	1,3617198490679
483,33	1,36101599616149
483,46	1,36032899383031
483,59	1,35963396853436
483,72	1,35897071360503
483,84	1,35830336233366
483,97	1,35763451057941
484,1	1,356954516537
484,23	1,35626298370496
484,36	1,35557336922938
484,49	1,35487829345654
484,62	1,3542029050885
484,75	1,35350274219863
484,88	1,35279181741656
485,01	1,35211166315009
485,14	1,35143275990178
485,27	1,35075823302069
485,4	1,35008183826537
485,52	1,34941260728922
485,65	1,34875759840039
485,78	1,34808472582351
485,91	1,34741057381132
486,04	1,346734750229
486,17	1,34606731836666
486,3	1,3453958061173
486,43	1,34471001137988
486,56	1,34401549176199
486,69	1,3433193303961
486,82	1,34261366796717
486,95	1,3419087426202
487,07	1,34118683445192
487,2	1,34047241577837
487,33	1,33975565796313
487,46	1,33904820736295
487,59	1,33833380398447
487,72	1,3376208349112
487,85	1,3369041207364
487,98	1,33619335082214
488,11	1,33549808661534
488,24	1,33481346344973
488,37	1,33412509959825
488,49	1,33344031013453
488,62	1,33275655451267
488,75	1,3320643932357
488,88	1,33135146235662
489,01	1,33064508971491
489,14	1,32992323381979
489,27	1,32918355485816
489,4	1,32843830558533
489,53	1,3276743454784
489,66	1,32690151910733
489,79	1,32614187006324
489,91	1,32538039796841
490,04	1,3246308772592
490,17	1,32391125417618
490,3	1,32319799391439
490,43	1,32248647078357
490,56	1,32179786249868
490,69	1,32112774742059
490,82	1,32045630009866
490,95	1,31979531476861
491,08	1,31912976692588
491,2	1,31845918218233
491,33	1,3177952923859
491,46	1,31710774832285
491,59	1,31640362691098
491,72	1,31570058327638
491,85	1,31499147093865
491,98	1,31427433806804
492,11	1,31355578422576
492,24	1,31283756218062
492,37	1,31211440872804
492,49	1,31139943152937
492,62	1,31067148807479
492,75	1,30992853553903
492,88	1,30920008680676
493,01	1,30846803832127
493,14	1,30774171111262
493,27	1,30702044278583
493,4	1,306287227919
493,53	1,30555868626241
493,65	1,3048253203348
493,78	1,30408278298066
493,91	1,3033282620315
494,04	1,3025881235061
494,17	1,30186399909644
494,3	1,30113655063628
494,43	1,30042667301216
494,56	1,29971931724292
494,69	1,29900275403155
494,81	1,29830998861753
494,94	1,29763658378566
495,07	1,29696151249623
495,2	1,29629519876739
495,33	1,29565555835686
495,46	1,29502581835688
495,59	1,29439986344128
495,72	1,29379290622374
495,84	1,29318835882267
495,97	1,29257608615153
496,1	1,29197296434736
496,23	1,29137836576815
496,36	1,29076514833161
496,49	1,29016575194833
496,62	1,28957651439429
496,75	1,28897896360684
496,88	1,28838551233051
497	1,28779783352655
497,13	1,28721596337889
497,26	1,28663025468279
497,39	1,28606114341072
497,52	1,2855085878023
497,65	1,28495536819943
497,78	1,28441154586475
497,91	1,28386149446132
498,03	1,28330187702355
498,16	1,28274291318421
498,29	1,28218425939852
498,42	1,28162805114717
498,55	1,28106340311168
498,68	1,28048639944282
498,81	1,27990331113769
498,93	1,27931660845854
499,06	1,27872589536494
499,19	1,27812923365047
499,32	1,27753659931853
499,45	1,27695211821066
499,58	1,27637304848414
499,71	1,27579353651865
499,84	1,27520865042795
499,96	1,27462300840427
500,09	1,27404981490163
500,22	1,27347750244269
500,35	1,27290284441605
500,48	1,27232114608763
500,61	1,27173723678709
500,74	1,27115917445
500,86	1,27058917036123
500,99	1,27001101577884
501,12	1,26942027101308
501,25	1,26882626200581
501,38	1,26823276571957
501,51	1,26763546202682
501,64	1,26703816070569
501,76	1,26644234148874
501,89	1,26585780741265
502,02	1,26527761863472
502,15	1,26470430294827
502,28	1,26413166604339
502,41	1,26356270933906
502,54	1,26301084787582
502,66	1,26247663910426
502,79	1,26194551538025
502,92	1,26142063506263
503,05	1,26089664977587
503,18	1,26037156611131
503,31	1,25984144381016
503,44	1,25930983975287
503,56	1,25876589260388
503,69	1,25821372168773
503,82	1,25765747127912
503,95	1,25709381864457
504,08	1,2565214075406
504,21	1,25594930506525
504,34	1,25537360875264
504,46	1,25480784472092
504,59	1,25423622124123
504,72	1,25366589136559
504,85	1,25310757256795
504,98	1,25255221574512
505,11	1,25199672861528
505,23	1,25144576779188
505,36	1,2508958838243
505,49	1,25034673461637
505,62	1,24980667775855
505,75	1,24927227082863
505,88	1,24872107122088
506,01	1,24817118592021
506,13	1,24762163833187
506,26	1,24706521168622
506,39	1,24651762803359
506,52	1,24596620513763
506,65	1,24541785433364
506,78	1,24487756413068
506,9	1,24434564758624
507,03	1,24381089858212
507,16	1,24328235214166
507,29	1,24276665413573
507,42	1,24225410593113
507,55	1,24174126088903
507,67	1,24123202298054
507,8	1,24071821238354
507,93	1,24021059213406
508,06	1,23970973879753
508,19	1,23920468052863
508,32	1,23869222169376
508,44	1,23817104986952
508,57	1,23764753520065
508,7	1,23712443027441
508,83	1,23660443301912
508,96	1,23609938443066
509,09	1,23559248057374
509,21	1,23508813105428
509,34	1,23459081699631
509,47	1,23409629199636
509,6	1,23360910417895
509,73	1,23313136706492
509,86	1,23266292535768
509,98	1,23219149196629
510,11	1,23172167431505
510,24	1,23125519380205
510,37	1,23077427856111
510,5	1,23029565416423
510,63	1,22981596465025
510,75	1,22933697826618
510,88	1,22886496448707
511,01	1,22839598454585
511,14	1,2279194766003
511,27	1,22744130885862
511,39	1,226959633458
511,52	1,22647514513551
511,65	1,22599566343128
511,78	1,22552455540086
511,91	1,22506755546176
512,04	1,2246153553378
512,16	1,2241569387822
512,29	1,22368895436504
512,42	1,22321120255703
512,55	1,22272864770201
512,68	1,22224545657508
512,8	1,22176877140559
512,93	1,22129639216271
513,06	1,22082242089955
513,19	1,22035587779623
513,32	1,21988082977366
513,45	1,21940754384595
513,57	1,21895357607839
513,7	1,21850208405964
513,83	1,21805072730975
513,96	1,21761013524261
514,09	1,21717798307301
514,21	1,21675208623286
514,34	1,21633021820851
514,47	1,21591469673032
514,6	1,21549534385166
514,73	1,2150758843469
514,85	1,21465491157891
514,98	1,21422295495187
515,11	1,21379763686591
515,24	1,21337503070123
515,37	1,21295596153937
515,5	1,21252918289871
515,62	1,21209926808147
515,75	1,21167768570599
515,88	1,21125629944874
516,01	1,21083495632862
516,14	1,21041444659023
516,26	1,21000127468218
516,39	1,20959578783318
516,52	1,20919238751093
516,65	1,20879830730522
516,78	1,20840864678012
516,9	1,20802257272062
517,03	1,20763860490766
517,16	1,20724329672796
517,29	1,20685047686777
517,42	1,20645996805186
517,54	1,20607141306692
517,67	1,20568450243545
517,8	1,20528897589332
517,93	1,20488938960633
518,06	1,20449361105136
518,18	1,20409012033162
518,31	1,20369120316104
518,44	1,20328976605996
518,57	1,20288543032195
518,7	1,20247424855148
518,82	1,20206874790038
518,95	1,20166892173073
519,08	1,20126702305022
519,21	1,2008713596945
519,33	1,20047843429884
519,46	1,20008513648966
519,59	1,19969309703502
519,72	1,19929872749203
519,85	1,19890658530061
519,97	1,19852064984157
520,1	1,19813875196195
520,23	1,19775450191528
520,36	1,19736640060589
520,49	1,19697588369626
520,61	1,19658745067467
520,74	1,19619666043503
520,87	1,19580146557739
521	1,19541432867079
521,13	1,19503751876156
521,25	1,19466766586518
521,38	1,19430643685359
521,51	1,19394581864248
521,64	1,19358627394151
521,76	1,19323068712349
521,89	1,19287805247836
522,02	1,19252544852827
522,15	1,19218057437441
522,28	1,19184354077733
522,4	1,19150434918377
522,53	1,19116479298391
522,66	1,19081871974381
522,79	1,19046674074898
522,91	1,19011803833329
523,04	1,18976097348226
523,17	1,18940254597103
523,3	1,18904556732197
523,43	1,18869001419754
523,55	1,1883370740459
523,68	1,187981742868
523,81	1,18762369613295
523,94	1,18726279608869
524,06	1,1869043174135
524,19	1,18655466545107
524,32	1,18620584513416
524,45	1,18586455412695
524,57	1,18552671781136
524,7	1,18519122991764
524,83	1,18484831177151
524,96	1,18449469152991
525,09	1,18414558537771
525,21	1,18380061814703
525,34	1,18345405914924
525,47	1,1831164863653
525,6	1,18277486684616
525,72	1,18243494231211
525,85	1,18209997195172
525,98	1,1817718854731
526,11	1,18144673558526
526,23	1,18113629275857
526,36	1,18083549975707
526,49	1,18052238695525
526,62	1,18021342404163
526,75	1,17991293096227
526,87	1,17961527306475
527	1,17932149328757
527,13	1,17903004112548
527,26	1,17873014424538
527,38	1,17842120022108
527,51	1,17810760361832
527,64	1,17779489473242
527,77	1,17748346272812
527,89	1,1771871391888
528,02	1,17688635562012
528,15	1,17659235238119
528,28	1,17629584013067
528,4	1,17600372605124
528,53	1,17571702347481
528,66	1,17543666838864
528,79	1,17515902858359
528,91	1,17488870315514
529,04	1,17461428476974
529,17	1,17433807228782
529,3	1,17405379328238
529,42	1,17377017190886
529,55	1,17347546111342
529,68	1,17318118184144
529,81	1,17289191280721
529,93	1,17260102132385
530,06	1,17232018625537
530,19	1,17204386005383
530,32	1,17176699193756
530,44	1,1714973461918
530,57	1,17123169879331
530,7	1,17097608578227
530,83	1,17072546680932
530,95	1,17047341091767
531,08	1,17022797604257
531,21	1,16997499006748
531,34	1,16972428615149
531,46	1,1694713465932
531,59	1,16922047878832
531,72	1,16897234775528
531,85	1,16872058962356
531,97	1,16847131574988
532,1	1,16821621006216
532,23	1,16796038746355
532,36	1,16771235853015
532,48	1,16746412571639
532,61	1,16721949958257
532,74	1,16697332995322
532,87	1,16672051992944
532,99	1,16646124168626
533,12	1,16619886693938
533,25	1,16593652519936
533,37	1,16567212817127
533,5	1,16541021069245
533,63	1,16515460759978
533,76	1,1648975409442
533,88	1,16463256789644
534,01	1,16436530529408
534,14	1,16409421193443
534,27	1,16382455796003
534,39	1,16355486402569
534,52	1,16327990268287
534,65	1,16300100395362
534,78	1,16271793404974
534,9	1,16243990312534
535,03	1,16215467663836
535,16	1,16186624820103
535,28	1,16157833934107
535,41	1,16128296336648
535,54	1,16098643915689
535,67	1,16069112853427
535,79	1,16039768189647
535,92	1,16011095547422
536,05	1,15983164349132
536,18	1,15956218390519
536,3	1,15929126504687
536,43	1,15901789102146
536,56	1,1587428085246
536,68	1,15846721953901
536,81	1,15819552278175
536,94	1,15793209228661
537,07	1,15766583532888
537,19	1,15740306431681
537,32	1,15713767481582
537,45	1,15686698913708
537,58	1,15658889932132
537,7	1,15630671463585
537,83	1,15603354679865
537,96	1,15576183821176
538,08	1,15549389598837
538,21	1,15523527939988
538,34	1,15497828564857
538,47	1,15472855295561
538,59	1,15448009643587
538,72	1,15423994006542
538,85	1,15400627413858
538,97	1,15377675341832
539,1	1,15354725019765
539,23	1,15331978625052
539,36	1,15310507326346
539,48	1,15289355608521
539,61	1,1526772395211
539,74	1,15245311056742
539,86	1,152231636623
539,99	1,15200558963294
540,12	1,151783776772
540,25	1,15156253652396
540,37	1,1513505107499
540,5	1,15114880009362
540,63	1,15095159306247
540,75	1,1507502919016
540,88	1,15055155712133
541,01	1,15034997707236
541,13	1,15015947732848
541,26	1,14997146471838
541,39	1,14979177749247
541,52	1,14961162985677
541,64	1,1494363783538
541,77	1,1492564002795
541,9	1,14907892254788
542,02	1,14890269558981
542,15	1,14873282316876
542,28	1,14856544999106
542,41	1,14841109970107
542,53	1,14826156234576
542,66	1,14811382169972
542,79	1,14797143719396
542,91	1,14783202540214
543,04	1,14769360239807
543,17	1,14756021582785
543,29	1,14742446452424
543,42	1,14728433297811
543,55	1,14714074647538
543,68	1,14700146926809
543,8	1,14686415744152
543,93	1,14672241594214
544,06	1,14658529621083
544,18	1,14644575016676
544,31	1,14630553977431
544,44	1,14616820185108
544,56	1,14603015283019
544,69	1,14589253350179
544,82	1,14575182650463
544,94	1,14561571319612
545,07	1,14547773248692
545,2	1,1453361187349
545,33	1,14519696223164
545,45	1,14505149202871
545,58	1,14490453664049
545,71	1,14475384973978
545,83	1,14460258246993
545,96	1,14444831632735
546,09	1,14429371035823
546,21	1,14414364213836
546,34	1,14398852302618
546,47	1,14383138603088
546,59	1,14367803727914
546,72	1,14352145225268
546,85	1,14336121225618
546,97	1,14320109061218
547,1	1,14304437767817
547,23	1,14288671984459
547,35	1,14273490100897
547,48	1,14258723861745
547,61	1,14244032149447
547,74	1,14229622327946
547,86	1,14215338193938
547,99	1,14200401616538
548,12	1,14185290509582
548,24	1,14170705057284
548,37	1,14156220772419
548,5	1,14141486758079
548,62	1,14126222770838
548,75	1,14110486891463
548,88	1,14094472901786
549	1,14077900063022
549,13	1,14061307827725
549,26	1,14044893496259
549,38	1,14029225527467
549,51	1,14014066072815
549,64	1,13999390550007
549,76	1,13984637806479
549,89	1,13969950437569
550,02	1,13955497140025
550,14	1,139414389799
550,27	1,13927478182006
550,4	1,13914724379656
550,52	1,13902151219016
550,65	1,13889621629125
550,78	1,13877201034309
