Wavelength (nm)	Intensity
377.35	810.00
377.48	583.33
377.62	610.00
377.75	606.67
377.88	805.00
378.02	789.00
378.15	791.67
378.28	783.33
378.41	844.33
378.55	810.67
378.68	789.00
378.81	773.67
378.95	800.67
379.08	775.00
379.21	764.67
379.35	822.67
379.48	812.00
379.61	872.33
379.74	795.00
379.88	776.00
380.01	841.67
380.14	894.00
380.28	838.67
380.41	764.67
380.54	810.67
380.68	826.67
380.81	747.00
380.94	810.00
381.07	851.00
381.21	863.00
381.34	795.00
381.47	748.00
381.61	925.00
381.74	804.00
381.87	773.33
382.00	819.67
382.14	885.67
382.27	823.33
382.40	771.67
382.54	863.33
382.67	858.00
382.80	763.00
382.93	774.00
383.07	804.33
383.20	805.33
383.33	830.00
383.47	778.00
383.60	746.67
383.73	925.00
383.86	830.00
384.00	797.67
384.13	785.33
384.26	833.33
384.40	842.67
384.53	802.67
384.66	858.00
384.79	813.00
384.93	789.00
385.06	785.00
385.19	814.67
385.33	912.00
385.46	823.00
385.59	778.00
385.72	816.67
385.86	757.33
385.99	788.33
386.12	791.67
386.25	760.67
386.39	833.00
386.52	852.33
386.65	789.00
386.79	782.33
386.92	786.33
387.05	866.67
387.18	751.00
387.32	774.33
387.45	826.33
387.58	801.00
387.71	792.67
387.85	781.67
387.98	810.00
388.11	810.67
388.25	815.00
388.38	798.33
388.51	831.33
388.64	836.33
388.78	787.00
388.91	769.00
389.04	798.00
389.17	896.67
389.31	809.33
389.44	831.67
389.57	853.00
389.70	834.67
389.84	789.00
389.97	781.33
390.10	786.00
390.24	825.67
390.37	806.67
390.50	786.00
390.63	860.67
390.77	800.00
390.90	807.67
391.03	794.33
391.16	753.67
391.30	786.00
391.43	797.33
391.56	788.00
391.69	773.33
391.83	845.67
391.96	806.67
392.09	786.33
392.22	882.67
392.36	815.67
392.49	770.67
392.62	805.67
392.75	831.00
392.89	851.33
393.02	771.00
393.15	774.33
393.28	756.67
393.42	884.67
393.55	756.33
393.68	782.67
393.81	735.33
393.95	782.00
394.08	782.67
394.21	779.33
394.34	834.67
394.48	825.67
394.61	831.67
394.74	818.00
394.87	850.67
