Wavelength (nm)	Intensity
377.35	815.80
377.48	601.20
377.62	619.20
377.75	626.40
377.88	856.60
378.02	827.20
378.15	825.00
378.28	795.20
378.41	877.20
378.55	853.60
378.68	826.00
378.81	812.40
378.95	838.80
379.08	824.40
379.21	785.20
379.35	850.60
379.48	863.60
379.61	919.20
379.74	824.60
379.88	812.40
380.01	897.80
380.14	958.60
380.28	866.80
380.41	794.20
380.54	856.40
380.68	868.00
380.81	773.00
380.94	874.40
381.07	912.00
381.21	907.40
381.34	831.60
381.47	767.40
381.61	982.40
381.74	850.80
381.87	795.00
382.00	855.60
382.14	934.00
382.27	884.40
382.40	818.20
382.54	904.40
382.67	908.60
382.80	812.20
382.93	804.00
383.07	825.80
383.20	834.40
383.33	880.80
383.47	808.60
383.60	794.20
383.73	998.00
383.86	873.20
384.00	825.20
384.13	822.00
384.26	874.20
384.40	895.80
384.53	841.80
384.66	882.80
384.79	855.40
384.93	826.20
385.06	828.80
385.19	848.60
385.33	975.80
385.46	873.80
385.59	816.00
385.72	843.20
385.86	779.60
385.99	818.40
386.12	825.20
386.25	797.60
386.39	887.20
386.52	901.20
386.65	833.80
386.79	822.60
386.92	814.20
387.05	933.80
387.18	792.00
387.32	799.80
387.45	871.40
387.58	851.40
387.71	814.80
387.85	803.60
387.98	850.20
388.11	871.80
388.25	845.20
388.38	837.00
388.51	883.80
388.64	886.40
388.78	804.20
388.91	788.60
389.04	831.20
389.17	953.00
389.31	841.00
389.44	864.40
389.57	901.20
389.70	872.80
389.84	814.40
389.97	807.00
390.10	819.20
390.24	865.20
390.37	828.00
390.50	811.60
390.63	916.00
390.77	843.60
390.90	840.00
391.03	832.20
391.16	799.40
391.30	828.00
391.43	818.80
391.56	820.60
391.69	808.20
391.83	888.40
391.96	843.40
392.09	815.80
392.22	931.20
392.36	858.20
392.49	803.00
392.62	821.20
392.75	870.80
392.89	913.40
393.02	802.40
393.15	801.20
393.28	782.60
393.42	934.20
393.55	782.20
393.68	819.40
393.81	773.60
393.95	824.40
394.08	804.40
394.21	802.80
394.34	887.60
394.48	870.40
394.61	865.20
394.74	842.60
394.87	883.00
395.01	868.60
395.14	860.20
395.27	801.80
395.40	937.20
395.54	934.40
395.67	842.60
395.80	831.20
395.93	870.80
396.07	812.80
396.20	808.40
396.33	760.60
396.46	818.40
396.59	839.60
396.73	817.00
396.86	803.80
396.99	894.00
397.12	854.20
397.26	854.00
397.39	821.80
397.52	1144.00
397.65	956.80
397.79	842.20
397.92	828.60
398.05	893.60
398.18	824.00
398.32	827.60
398.45	858.40
398.58	865.40
398.71	866.20
398.84	791.80
398.98	833.80
399.11	877.20
399.24	856.60
399.37	823.20
399.51	796.00
399.64	845.40
399.77	847.40
399.90	831.00
400.03	829.00
400.17	799.00
400.30	906.00
400.43	863.20
400.56	830.80
400.70	845.40
400.83	811.40
400.96	803.80
401.09	837.40
401.23	844.80
401.36	907.40
401.49	808.60
401.62	832.60
401.75	832.80
401.89	810.60
402.02	822.60
402.15	831.60
402.28	867.60
402.41	858.40
402.55	814.60
402.68	819.80
402.81	921.40
402.94	883.60
403.08	802.60
403.21	790.40
403.34	881.40
403.47	871.40
403.60	816.60
403.74	865.00
403.87	880.80
404.00	809.00
404.13	806.40
404.26	787.60
404.40	796.40
404.53	857.60
404.66	823.40
404.79	790.80
404.93	888.40
405.06	848.20
405.19	782.80
405.32	838.40
405.45	858.20
405.59	885.20
405.72	838.40
405.85	806.20
405.98	1016.80
406.11	814.80
406.25	804.20
406.38	824.20
406.51	872.00
406.64	842.20
406.77	791.40
406.91	784.80
407.04	858.60
407.17	829.80
407.30	848.40
407.43	824.80
407.57	924.00
407.70	898.40
407.83	800.40
407.96	832.00
408.09	803.20
408.23	932.20
408.36	827.40
408.49	819.40
408.62	953.80
408.75	847.00
408.89	806.40
409.02	850.00
409.15	845.20
409.28	922.00
409.41	856.20
409.55	807.20
409.68	964.00
409.81	859.00
409.94	808.20
410.07	840.40
410.20	848.60
410.34	832.40
410.47	837.60
410.60	841.60
410.73	883.40
410.86	822.40
411.00	830.60
411.13	800.00
411.26	846.00
411.39	846.20
411.52	845.60
411.66	817.20
411.79	826.20
411.92	814.80
412.05	829.40
412.18	813.20
412.31	860.20
412.45	878.60
412.58	869.60
412.71	788.40
412.84	862.60
412.97	929.00
413.11	843.40
413.24	854.40
413.37	887.40
413.50	960.40
413.63	850.00
413.76	817.40
413.90	874.60
414.03	826.20
414.16	821.80
414.29	852.00
414.42	843.80
414.56	964.40
414.69	809.00
414.82	828.80
414.95	847.40
415.08	865.00
415.21	838.60
415.35	846.80
415.48	758.60
415.61	891.80
415.74	887.00
415.87	787.20
416.00	854.80
416.14	968.20
416.27	840.00
416.40	800.00
416.53	838.60
416.66	872.40
416.79	841.60
416.93	795.20
417.06	909.60
417.19	848.20
417.32	818.60
417.45	806.60
417.58	792.60
417.72	897.00
417.85	811.40
417.98	836.80
418.11	887.00
418.24	815.00
418.37	821.40
418.51	833.60
418.64	850.60
418.77	920.80
418.90	844.80
419.03	790.60
419.16	855.60
419.29	890.20
419.43	811.40
419.56	796.60
419.69	958.40
419.82	906.20
419.95	832.40
420.08	881.00
420.22	915.00
420.35	981.80
420.48	873.40
420.61	824.80
420.74	788.40
420.87	876.80
421.00	801.20
421.14	816.40
421.27	886.40
421.40	924.00
421.53	850.00
421.66	829.80
421.79	835.20
421.93	847.00
422.06	830.40
422.19	809.00
422.32	879.20
422.45	888.60
422.58	848.60
422.71	819.00
422.85	888.00
422.98	889.60
423.11	795.20
423.24	780.80
423.37	809.00
423.50	822.60
423.63	838.60
423.77	799.60
423.90	812.60
424.03	868.40
424.16	863.20
424.29	834.60
424.42	789.80
424.55	815.00
424.69	799.60
424.82	828.60
424.95	857.80
425.08	808.40
425.21	847.60
425.34	822.20
425.47	846.20
425.60	855.80
425.74	787.00
425.87	827.40
426.00	846.40
426.13	855.40
426.26	796.40
426.39	800.80
426.52	827.00
426.66	915.60
426.79	855.80
426.92	801.80
427.05	940.20
427.18	898.20
427.31	832.00
427.44	830.40
427.57	812.60
427.71	846.00
427.84	796.20
427.97	828.60
428.10	898.60
428.23	860.80
428.36	818.40
428.49	750.60
428.62	979.00
428.76	953.20
428.89	843.00
429.02	789.20
429.15	846.60
429.28	947.00
429.41	819.20
429.54	820.00
429.67	817.20
429.81	872.40
429.94	828.20
430.07	814.00
430.20	883.00
430.33	915.40
430.46	806.60
430.59	798.20
430.72	834.60
430.85	788.20
430.99	826.40
431.12	800.40
431.25	889.40
431.38	920.20
431.51	831.20
431.64	832.40
431.77	930.80
431.90	915.60
432.03	832.40
432.17	802.80
432.30	850.40
432.43	869.80
432.56	835.40
432.69	853.00
432.82	862.00
432.95	899.20
433.08	834.60
433.21	837.40
433.35	828.80
433.48	842.20
433.61	800.00
433.74	818.80
433.87	811.80
434.00	879.00
434.13	802.80
434.26	858.00
434.39	867.20
434.53	881.60
434.66	833.20
434.79	828.80
434.92	822.60
435.05	922.40
435.18	815.00
435.31	853.40
435.44	908.80
435.57	845.60
435.70	826.20
435.84	796.00
435.97	904.20
436.10	964.60
436.23	821.00
436.36	806.80
436.49	822.80
436.62	857.60
436.75	822.80
436.88	858.20
437.01	821.20
437.14	808.80
437.28	781.80
437.41	814.00
437.54	905.80
437.67	880.20
437.80	810.00
437.93	784.00
438.06	972.80
438.19	897.60
438.32	795.80
438.45	803.80
438.58	870.60
438.72	924.00
438.85	877.80
438.98	827.20
439.11	862.80
439.24	918.80
439.37	894.60
439.50	856.00
439.63	905.00
439.76	824.20
439.89	805.80
440.02	813.60
440.15	868.20
440.29	914.20
440.42	824.00
440.55	828.80
440.68	918.20
440.81	976.00
440.94	850.00
441.07	841.80
441.20	949.20
441.33	857.00
441.46	822.80
441.59	817.80
441.72	847.60
441.85	860.20
441.99	867.40
442.12	864.00
442.25	946.60
442.38	866.20
442.51	856.80
442.64	791.80
442.77	847.00
442.90	830.40
443.03	787.40
443.16	811.40
443.29	853.80
443.42	923.40
443.55	822.00
443.68	836.80
443.82	788.20
443.95	828.00
444.08	826.20
